"name","group","id","Razão de dependência","Taxa de frequência bruta ao médio","Taxa de frequência bruta à pré-escola","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao médio","Taxa de frequência líquida à pré-escola","Taxa de frequência líquida ao superior","% de 0 a 3 anos na escola","% de 4 a 5 anos na escola","% de 25 anos ou mais com superior completo","Renda per capita","Renda per capita , exceto renda nula","População total em domicílios particulares permanentes, exceto com renda nula","IDHM"
"MARABÁ PAULISTA","São Paulo",352870,30.23,93.34,66.04,6.66,55.7,66.04,3.6,22.13,74.55,4.91,457.56,460.4,3564,0.677
"MARACAÍ","São Paulo",352880,41.77,91.69,81.63,32.87,72.91,79.18,15.88,8.99,94.29,6.86,666.65,666.87,13303,0.771
"MARAPOAMA","São Paulo",352885,40.58,66.62,98.9,15.99,63.85,78.06,10.33,31.08,94.7,3.5,781.03,784.41,2620,0.752
"MARIÁPOLIS","São Paulo",352890,44.98,76.16,81.1,18.02,59.25,81.1,8.95,10.61,84.53,5.62,565.58,565.58,3913,0.718
"MARÍLIA","São Paulo",352900,41.34,82.81,100.87,39.31,67.11,73.48,22.31,46.02,95.36,17.13,953.2,953.37,213961,0.798
"MARINÓPOLIS","São Paulo",352910,42.14,87.72,95.4,39.68,65.02,81.62,25.33,31.15,100,6.64,553.24,553.24,2111,0.731
"MARTINÓPOLIS","São Paulo",352920,46.32,69.32,62.76,20.75,51.33,57.97,10.69,18.97,80.78,7.86,636,636.26,22940,0.721
"MATÃO","São Paulo",352930,38.15,92.29,100.49,31.68,62.86,78.33,18.34,31.54,93.05,10.62,940.44,940.44,76679,0.773
"MAUÁ","São Paulo",352940,39.52,79.22,79.47,25.02,55.03,66.33,11.91,23.1,86.13,7.21,709.25,709.43,414910,0.766
"MENDONÇA","São Paulo",352950,42.77,134.32,111.09,24.77,68.89,64.95,17.19,50.12,95.35,7.4,707.36,709.06,4623,0.744
"MERIDIANO","São Paulo",352960,44.24,96.6,78.67,23.88,68.87,56.12,16.6,47.84,89.42,7.79,694.38,694.94,3831,0.731
"MESÓPOLIS","São Paulo",352965,46.77,56.45,74.33,19.47,49.6,74.33,11.53,30.9,100,5,530.46,530.46,1886,0.724
"MIGUELÓPOLIS","São Paulo",352970,43.7,73.42,61.96,20.58,52.16,53.28,12.54,19.96,87.63,10.37,670.82,670.82,20370,0.741
"MINEIROS DO TIETÊ","São Paulo",352980,45.19,62.21,92.31,19.22,53.66,79.14,8.29,14.85,94.04,7.19,700.24,700.24,11982,0.73
"MIRACATU","São Paulo",352990,57.38,75.38,61.87,11.06,57.41,59.3,6.93,8.21,77.54,5.99,442.77,447.06,20336,0.697
"MIRA ESTRELA","São Paulo",353000,42.64,106.02,85.55,45.22,77.27,81.97,27.08,37.76,86.22,10.59,613.14,613.14,2820,0.743
"MIRANDÓPOLIS","São Paulo",353010,36.89,56.71,71.22,17.09,44.42,63.32,11.04,7.47,73.6,10.37,758.64,758.97,24287,0.751
"MIRANTE DO PARANAPANEMA","São Paulo",353020,49.17,81.33,60.47,25.19,63.97,54.03,13.89,15.42,78.63,6.79,516.3,522.34,16718,0.724
"MIRASSOL","São Paulo",353030,39.64,78.48,69.8,34.64,57.31,65.06,16.55,28.39,88.9,11.98,841.27,841.27,53576,0.762
"MIRASSOLÂNDIA","São Paulo",353040,47.83,72.66,70.19,14.49,64.32,70.19,7.2,34.09,86.85,5.55,639.58,639.58,4288,0.738
"MOCOCA","São Paulo",353050,41.82,73.76,109.95,27.93,58.02,86.3,16.4,40.29,95.51,11.69,881.99,881.99,65734,0.762
"MOGI DAS CRUZES","São Paulo",353060,44.09,88.35,67.18,34.52,63.13,56.09,15.79,26.37,85.58,16.28,916.81,917.57,385957,0.783
"MOGI GUAÇU","São Paulo",353070,39.51,80.59,90.78,31.44,61.13,76.15,15.78,27.99,90.62,10.46,802.19,802.19,136821,0.774
"MOJI MIRIM","São Paulo",353080,39.74,69.47,83.4,38.99,54.11,69.85,18.33,30.41,93.74,14.12,945.62,945.74,85784,0.784
"MOMBUCA","São Paulo",353090,47.85,66.27,75.83,15.04,52.94,71.84,5.11,15.63,87.97,2.52,832.07,832.07,3261,0.719
"MONÇÕES","São Paulo",353100,41.51,104.36,81.24,34.95,77.32,78.99,23.86,29.1,100,8.28,755.2,756.74,2128,0.772
"MONGAGUÁ","São Paulo",353110,52.65,77.55,65.3,16.82,56.27,54.21,9.32,29.39,81.79,8.88,699.73,701.43,44662,0.754
"MONTE ALEGRE DO SUL","São Paulo",353120,42.75,73.6,91.68,32.24,52.94,79.89,16.98,22.21,98.22,9.82,861.61,861.61,7128,0.759
"MONTE ALTO","São Paulo",353130,40.37,78.45,106.54,33.39,63.63,78.82,19.48,29.03,90.48,10.9,832.6,832.6,46499,0.768
"MONTE APRAZÍVEL","São Paulo",353140,41.2,87.31,63.39,25.43,66.43,56.29,15.6,21.52,77.54,13.81,1032.05,1032.05,21662,0.785
"MONTE AZUL PAULISTA","São Paulo",353150,42.02,84.4,107.65,27.27,65.51,85.91,13.49,26.68,95.92,9.92,765.11,765.11,18862,0.753
"MONTE CASTELO","São Paulo",353160,45.63,92.5,99.6,16.08,72.07,85,12.77,32.7,94.69,7.21,646.15,646.15,4063,0.741
"MONTEIRO LOBATO","São Paulo",353170,50.86,65.99,41.14,15,49.41,41.14,6.46,0,61.51,10.41,593.95,593.95,4095,0.71
"MONTE MOR","São Paulo",353180,43.21,84.18,68.97,18.02,44.57,66.3,7.82,30.42,86.93,7.27,674.23,674.23,48724,0.733
"MORRO AGUDO","São Paulo",353190,43.03,66.99,77.2,17.37,51.5,69.7,9.67,29.16,94.66,6.02,687.37,687.37,29050,0.712
"MORUNGABA","São Paulo",353200,42.52,87.37,76.89,21.68,46.28,70.94,8.21,12.07,81.37,6.01,733.72,733.72,11730,0.715
"MOTUCA","São Paulo",353205,41.16,70.62,65.89,19.75,64.4,57.31,10.44,27.38,88.57,5.17,567.17,604.19,4009,0.741
"MURUTINGA DO SUL","São Paulo",353210,47.08,49.59,104.68,31.38,35.94,79.21,18.55,15.61,93.74,9.78,636.47,637.48,4140,0.726
"NANTES","São Paulo",353215,49.06,85.98,80.06,26.04,67.55,51.55,11.91,32.67,100,5.34,472.28,472.28,2707,0.714
"NARANDIBA","São Paulo",353220,45.45,56.67,89.35,20.59,50.64,74.76,11.7,22.46,89.34,3.12,482.74,485.28,4266,0.718
"NATIVIDADE DA SERRA","São Paulo",353230,52.47,67.93,37.29,7.37,42.59,36.18,3.69,5.77,53.54,4.39,496.93,509.69,6500,0.655
"NAZARÉ PAULISTA","São Paulo",353240,46.71,58.37,58.47,10.9,34.35,52.49,5.33,13,65.9,4.24,554.18,561.3,16163,0.678
"NEVES PAULISTA","São Paulo",353250,40.4,73.66,45.07,33.32,57.55,45.07,21.88,16.04,82.07,9.79,784.55,784.55,8745,0.754
"NHANDEARA","São Paulo",353260,40.53,81.11,82.45,34.96,57.56,70.42,24.94,30.46,79.75,13.39,878.42,886.99,10492,0.751
"NIPOÃ","São Paulo",353270,40.88,67.2,71.5,9.13,55.54,62.16,6.07,14.67,85.89,5.87,628.33,628.58,4268,0.713
"NOVA ALIANÇA","São Paulo",353280,47.05,88.43,81.27,21.28,68.1,67.47,14.42,37.18,85.07,8.43,662.48,663.36,5858,0.738
"NOVA CAMPINA","São Paulo",353282,54.43,58.05,91.92,7.3,46.78,80.98,3.39,25.41,85.4,2.39,330.03,333.07,8404,0.651
"NOVA CANAÃ PAULISTA","São Paulo",353284,45.79,80.21,88.88,36.89,73.24,67.68,26.91,41.57,92.73,3.01,526.58,529.36,2091,0.715
"NOVA CASTILHO","São Paulo",353286,47.25,96.82,87.38,49.46,58.42,87.38,25.33,0,95.41,3.84,600.13,600.13,1125,0.756
"NOVA EUROPA","São Paulo",353290,44.14,88.19,80.57,15.67,71.25,58.56,6.62,35.38,88.04,8.16,697.32,697.32,9295,0.765
"NOVA GRANADA","São Paulo",353300,43.33,63.22,98.23,15.27,51.28,81.14,8.41,22.1,94.22,7.3,737.29,737.41,19097,0.739
"NOVA GUATAPORANGA","São Paulo",353310,48.8,80.87,70.81,25.88,64.65,64.93,15.32,35.87,100,8.48,652.36,653.76,2169,0.726
"NOVA INDEPENDÊNCIA","São Paulo",353320,46.79,64.86,104.77,13.38,59.03,75.46,6.6,37.91,90.27,3.96,533.68,539,2962,0.735
"NOVAIS","São Paulo",353325,45.96,80.35,103.09,7.3,63.63,79.64,5.98,32.9,93.32,3.13,671.15,671.95,4587,0.719
"NOVA LUZITÂNIA","São Paulo",353330,43.14,91.35,72.32,16.82,64.18,72.32,9.96,21.12,86.47,4.65,643.07,643.07,3431,0.743
"NOVA ODESSA","São Paulo",353340,38.09,72.33,74.5,31.45,55.62,66.24,14.55,28.29,95.64,9.56,878.14,878.14,50978,0.791
"NOVO HORIZONTE","São Paulo",353350,43.38,74.43,94.56,21.89,48.77,82.57,12.9,21.4,94.03,9.37,806.75,806.75,36479,0.753
"NUPORANGA","São Paulo",353360,41.88,49.42,71.45,26.11,41.46,63.87,18.95,41.16,86.45,8.92,751.92,751.92,6783,0.746
"OCAUÇU","São Paulo",353370,47.05,110.74,92.01,14.76,54.04,77.79,9.24,33.07,86.65,5.07,547.66,550.88,4130,0.717
"ÓLEO","São Paulo",353380,49.92,66.5,56.17,20.8,54.57,56.17,7.11,17.22,81.81,10.17,676.94,676.94,2673,0.73
"OLÍMPIA","São Paulo",353390,42.72,73.3,89.96,31.04,57.53,80.12,16.97,26.16,90.36,13.17,783.14,783.14,49865,0.773
"ONDA VERDE","São Paulo",353400,44.93,31.45,90.22,15.28,29.15,83.23,11.43,17.91,94.55,6.46,597.67,597.67,3853,0.738
"ORIENTE","São Paulo",353410,44.42,76.44,100.33,27.63,60.26,86.34,14.72,17.57,94.2,9.38,694.16,694.16,6085,0.77
"ORINDIÚVA","São Paulo",353420,41.49,77.77,114.44,34.33,64.34,96.92,20.81,25.06,98.32,9.46,699.63,699.63,5643,0.767
"ORLÂNDIA","São Paulo",353430,40.26,72.25,105.09,30.1,55.98,74.11,17.72,43.79,94.69,11.26,934.54,934.54,39610,0.78
"OSASCO","São Paulo",353440,39.97,89.6,79.94,43.94,51.52,66.46,19.56,28.82,86.88,14.19,1003.4,1004,664836,0.776
"OSCAR BRESSANE","São Paulo",353450,45.55,98.64,94.47,31.73,76.87,61.12,27.27,39.93,91.43,7.23,675.35,677.81,2528,0.749
"OSVALDO CRUZ","São Paulo",353460,43.63,75.19,85.82,27.17,55.73,69.73,14.25,18.46,88.77,12.56,797.55,797.55,29646,0.762
"OURINHOS","São Paulo",353470,43.42,79.43,84.13,35.61,60.32,70.23,17.34,24.14,87.13,14.41,868.91,869.01,102690,0.778
"OUROESTE","São Paulo",353475,42.13,71.87,122.15,43.31,59.46,80.12,23.96,40.48,96.42,13.22,694.33,694.33,8332,0.77
"OURO VERDE","São Paulo",353480,49.17,63.54,65.78,16.09,48.27,65.78,9.4,11.31,92.5,5.12,504.63,505.06,7789,0.692
"PACAEMBU","São Paulo",353490,47.91,76.33,68.66,14.97,65.15,66.96,10.03,26.96,80.04,7.52,694.16,694.16,10857,0.725
"PALESTINA","São Paulo",353500,43.54,68.06,78.4,16.31,51,78.4,9.72,17.55,89.46,6.11,692.43,692.43,11023,0.732
"PALMARES PAULISTA","São Paulo",353510,39.04,80.74,56.34,10.5,57.79,47.59,6.96,16.19,81.4,4.69,615.01,615.01,10922,0.722
"PALMEIRA D'OESTE","São Paulo",353520,46.21,65.78,79.52,36.97,61.52,67.72,24.66,32.44,89.19,9.53,707.38,708.86,9536,0.753
"PALMITAL","São Paulo",353530,45.54,72.99,60.18,34.05,50.21,54.74,18.82,36.47,90.02,11.04,739.37,744.57,21011,0.746
"PANORAMA","São Paulo",353540,47.44,63.54,77.75,19.72,50.17,71.16,9.65,19.68,76.83,8.5,722.51,722.51,14525,0.722
"PARAGUAÇU PAULISTA","São Paulo",353550,45.15,66.12,91.8,25.26,59.14,77.14,13.73,36.01,95.22,10.27,694.42,694.42,40879,0.762
"PARAIBUNA","São Paulo",353560,47.07,103.65,65.81,23.79,51.28,61.51,10.42,12.44,82.72,7.39,657.59,662.48,17136,0.719
"PARAÍSO","São Paulo",353570,44.56,57.77,108.52,32.67,46.61,77.82,19.04,21.71,91.52,8.92,855.28,855.28,5891,0.749
"PARANAPANEMA","São Paulo",353580,47.5,62.57,63.25,19.13,49.46,59.38,10.31,13.27,71.33,8.83,613.31,614.67,17673,0.717
"PARANAPUÃ","São Paulo",353590,46.51,82.39,107.93,33.85,72.03,83.31,22.12,27.13,95.11,5.49,670.18,672.61,3799,0.732
"PARAPUÃ","São Paulo",353600,46.02,88.68,74.26,28.47,72.15,72.8,14.33,10.29,80.46,9.14,597.44,598.13,10793,0.737
"PARDINHO","São Paulo",353610,50.49,56.16,73.71,20.97,43.16,68.86,12.06,27.58,91.3,8.47,696.71,696.71,5544,0.727
"PARIQUERA-AÇU","São Paulo",353620,50.54,74.67,66.02,16.69,54.11,62.18,6.93,8.18,77.75,8.47,557.69,559.35,18311,0.736
"PARISI","São Paulo",353625,43.69,88.1,95.29,20.66,68.04,77.23,14.84,32.57,90.94,3.96,705.62,705.62,2032,0.721
"PATROCÍNIO PAULISTA","São Paulo",353630,45.35,67.33,102.43,27.43,56.17,81.35,15.85,19.15,90.9,9.13,607.51,608.18,12949,0.73
"PAULICÉIA","São Paulo",353640,45.29,65.28,91.19,15.1,49.34,75.55,9.83,25.5,85.47,5.65,592.42,592.42,6249,0.711
"PAULÍNIA","São Paulo",353650,38.53,74.91,76.23,44.69,52.43,73.2,20.68,54.44,96.05,16.82,1160.79,1160.79,82005,0.795
"PAULISTÂNIA","São Paulo",353657,47.52,54.42,90.12,18.18,36.75,83.23,10.11,22.26,95.41,2.64,560.94,563.34,1764,0.718
"PAULO DE FARIA","São Paulo",353660,45.6,84.38,88.75,17.05,59.01,88.75,12.29,17.56,91.62,8.58,708.63,709.02,8527,0.725
"PEDERNEIRAS","São Paulo",353670,44.63,56.63,88.04,24.57,44.57,66.47,13.9,27.47,89.34,8,788.42,792.19,41138,0.739
"PEDRA BELA","São Paulo",353680,44.18,44.36,80.54,12.3,35.62,68.19,8.62,19.51,82.18,4.46,521.38,522.74,5735,0.677
"PEDRANÓPOLIS","São Paulo",353690,44.93,72.41,121.74,38.61,59.66,84.83,24.92,17.35,91.94,5.6,615.77,615.77,2558,0.742
"PEDREGULHO","São Paulo",353700,44.93,48.93,68.6,24.21,33.54,62.27,15.46,18.12,89.52,7.85,690.08,690.34,15627,0.715
"PEDREIRA","São Paulo",353710,38.92,67.88,78.45,34.8,50.4,73.45,18.76,33.49,94.41,10.03,853.76,853.76,41401,0.769
"PEDRINHAS PAULISTA","São Paulo",353715,42.24,88.48,65.9,32.59,81.18,59.07,20.09,58.95,94.45,11.07,847.63,849.94,2931,0.774
"PEDRO DE TOLEDO","São Paulo",353720,56.96,71.59,76.05,8.81,54.04,74.95,5.33,9.42,83.2,5.8,467.93,469.41,10128,0.696
"PENÁPOLIS","São Paulo",353730,43.45,69.09,74.94,26.09,54.33,67.77,13.86,33.78,83.78,12.89,840.16,840.39,58241,0.759
"PEREIRA BARRETO","São Paulo",353740,45.07,77.93,93.97,35.65,64.24,75.07,19.74,19.24,87.88,12.76,743.94,744.16,24611,0.766
"PEREIRAS","São Paulo",353750,46.1,62.08,62.15,18.33,41.98,57.51,9.98,26.9,76.28,6.37,692.35,692.95,7444,0.736
"PERUÍBE","São Paulo",353760,54.1,77.52,85.99,19.08,55.99,73.28,7.18,20.56,89.24,10.29,753.85,754.89,59352,0.749
"PIACATU","São Paulo",353770,44.51,54.41,116.31,42.71,45.05,75.54,25.04,29.83,95.93,8.89,553.99,554.16,5097,0.732
"PIEDADE","São Paulo",353780,45.98,72.39,64.28,16.58,54.55,59.64,9.44,16.53,79.43,5.83,601.32,603.82,51223,0.716
"PILAR DO SUL","São Paulo",353790,47.65,68.67,61.11,26.93,47.26,55.91,10.35,25.52,86.8,6.74,531.06,531.23,26218,0.69
"PINDAMONHANGABA","São Paulo",353800,42.06,83.54,62.1,31.92,61.13,49.84,14.24,23.84,70.24,12.03,826.02,826.41,146323,0.773
"PINDORAMA","São Paulo",353810,42.57,54.83,76.88,20.97,45.97,71.23,12.17,17.13,95.16,7.5,732.68,732.68,14894,0.737
"PINHALZINHO","São Paulo",353820,46.26,76.51,100.61,27.58,66.36,81.95,16.23,23.61,88.14,7.15,652.43,652.71,13010,0.725
"PIQUEROBI","São Paulo",353830,45.02,75.88,84.41,13.47,63.54,80.63,10.37,19.96,87.96,5.44,514.47,517.12,3504,0.711
"PIQUETE","São Paulo",353850,42.55,90.55,98.4,22.98,68.17,72.77,12.78,18.26,87.7,9.94,665.74,666.67,14002,0.757
"PIRACAIA","São Paulo",353860,43.98,90.47,73.08,31.89,48.31,56.56,16.27,24,83.57,8.99,893.05,893.91,24989,0.739
"PIRACICABA","São Paulo",353870,40.66,75.8,72.63,37.61,54.54,59.04,18.69,40.11,82.09,15.73,1143.2,1143.43,362938,0.785
"PIRAJU","São Paulo",353880,46.05,91.14,75.67,29.26,62.34,53.5,16.28,45.98,90.45,12.41,801.23,801.47,28347,0.758
"PIRAJUÍ","São Paulo",353890,39.83,81.37,82.66,14.1,65.27,70.55,9.02,21.05,85.3,8.32,770.38,770.38,19560,0.749
"PIRANGI","São Paulo",353900,41.11,74.59,100.88,25.44,62.31,81.48,20.07,14.68,90.6,7.02,774.99,776.24,10558,0.756
"PIRAPORA DO BOM JESUS","São Paulo",353910,51.08,58.99,88,15.68,40.66,77.51,8.08,35.42,95.58,5.46,546.69,546.69,15703,0.727
"PIRAPOZINHO","São Paulo",353920,43.56,86.36,63.74,35.69,63.79,59.43,22.77,31.63,91.82,9.49,798,799.01,24559,0.776
"PIRASSUNUNGA","São Paulo",353930,42.74,79.4,95.33,33.87,62.27,81.51,18.28,32.61,93.75,16.52,1086.22,1086.75,69798,0.801
"PIRATININGA","São Paulo",353940,44.71,68.22,111.5,32.41,53.84,78.96,12.97,30.03,88.33,13.06,917.62,927.92,11672,0.779
"PITANGUEIRAS","São Paulo",353950,46.61,61.24,65.59,19.39,48.43,61.44,12.27,16.78,85.06,6.21,620.66,621.67,35185,0.723
"PLANALTO","São Paulo",353960,43.73,67.76,81.95,17.82,49.72,70.39,12.4,20.34,82.42,4.84,560.64,560.64,4463,0.719
"PLATINA","São Paulo",353970,49.86,71.25,96.84,22.02,52.89,83.43,8.49,47.91,98.05,5.09,591.1,592.54,3184,0.719
"POÁ","São Paulo",353980,41.77,84.58,75.63,26.59,58.57,64.92,12.66,23.2,90.19,9,664.31,664.66,105660,0.771
"POLONI","São Paulo",353990,47.14,81.49,62.89,24.13,76.64,58.5,16.68,16.91,84.98,9.65,778.41,778.41,5385,0.766
"POMPÉIA","São Paulo",354000,42.35,63.79,101.91,42.48,53.06,79.48,21.33,28.83,90.27,13.81,850.38,850.38,19896,0.786
"PONGAÍ","São Paulo",354010,41.87,72.44,94.6,25.46,63.38,72.46,20.57,21.3,95.85,9.63,736.33,736.33,3447,0.755
"PONTAL","São Paulo",354020,42.09,69,54.7,8.82,47.18,44.9,5.7,20.07,74.21,4.49,699.28,699.28,40083,0.725
"PONTALINDA","São Paulo",354025,43.14,78.61,117.96,24.85,57.26,89.72,15.27,31.73,94.57,5.75,541.56,541.56,4050,0.702
"PONTES GESTAL","São Paulo",354030,46.91,84.7,82.79,27.65,70.84,78.13,17.56,28.9,85.24,7.28,642.68,642.68,2515,0.732
"POPULINA","São Paulo",354040,46.89,78.22,96.2,30.34,63.2,78.55,18.07,34.47,100,9.37,621.48,621.48,4208,0.714
"PORANGABA","São Paulo",354050,47.98,73.55,32.59,5.36,56.85,32.59,2.33,9.31,47.35,5.09,606.65,613.84,8209,0.703
"PORTO FELIZ","São Paulo",354060,42.44,65.69,68.05,24.3,58.16,57.47,13.32,34.19,84.38,9.61,785.76,785.76,48375,0.758
"PORTO FERREIRA","São Paulo",354070,42.53,76.57,94.22,27.65,56.05,78.9,15.18,29.96,93.16,10.2,779,779.11,51283,0.751
"POTIM","São Paulo",354075,41.1,66.14,43.54,7.45,41.54,38.82,2.4,16.17,76.66,3.43,460.22,460.22,16751,0.697
"POTIRENDABA","São Paulo",354080,41.62,60.52,99.26,27.56,50.69,78.09,17.09,30.24,93.61,8.05,785.96,785.96,15418,0.747
"PRACINHA","São Paulo",354085,48.01,89.33,73.08,4.95,79.03,73.08,3.49,45.04,100,2.1,480.62,480.62,1521,0.696
"PRADÓPOLIS","São Paulo",354090,39.95,62.12,108.04,23.14,53.53,80,13.26,39.99,90.82,6.24,788.76,795.68,17165,0.733
"PRAIA GRANDE","São Paulo",354100,46.83,75.39,61.9,23.69,49.8,54.61,10.12,30.78,82.13,10.09,820.97,821.09,261387,0.754
"PRATÂNIA","São Paulo",354105,46.23,76.83,88.71,15.45,58.55,76.97,9.25,17.74,89.77,3.57,553.4,553.4,4599,0.701
"PRESIDENTE ALVES","São Paulo",354110,44.11,58.01,96.57,20.73,47.85,64.75,13.66,22.78,85.11,6.29,665.72,665.72,4106,0.735
"PRESIDENTE BERNARDES","São Paulo",354120,43.73,79.1,77.33,24.29,59.78,77.33,18.72,12.65,92.54,10.86,695.29,700.76,13387,0.757
"PRESIDENTE EPITÁCIO","São Paulo",354130,44.47,79.64,77.72,28.01,62.86,71.81,13.99,19.85,86.86,9.2,680.56,682.65,40740,0.75
"PRESIDENTE PRUDENTE","São Paulo",354140,41.11,80.55,93.83,43.9,63.51,75.19,24.68,35.55,92.39,19.01,1080.22,1080.39,205525,0.806
"PRESIDENTE VENCESLAU","São Paulo",354150,40.45,82.85,93.2,27.36,57.9,84.93,16.05,16.57,90.59,12.65,846.18,848.42,36292,0.763
"PROMISSÃO","São Paulo",354160,44.62,71.46,91.5,34.49,48.82,78.59,16.67,14.48,90.6,9.55,726,726.35,35314,0.743
"QUADRA","São Paulo",354165,47.02,32.3,65.62,18.24,28.5,62.85,5.51,28.53,78.9,4.47,625.35,630.17,3205,0.678
"QUATÁ","São Paulo",354170,45.22,68.93,70.22,22.99,53.87,62.97,11.02,18.1,85.25,8.3,648.64,649.47,12684,0.738
"QUEIROZ","São Paulo",354180,53.11,89.68,60.76,8.06,68.57,54.94,5.8,11.37,76.66,3.07,491.84,496.17,2779,0.715
"QUELUZ","São Paulo",354190,43.93,66.48,69.55,14.9,54.38,64.92,6.94,5.81,81.25,6.97,500.25,504.22,10552,0.722
"QUINTANA","São Paulo",354200,44.92,57.16,103.13,30.1,48.49,75.89,9.31,19.88,94.78,6.31,581.09,581.09,6004,0.732
"RAFARD","São Paulo",354210,43.87,60.11,45.03,16.89,42.13,42.06,8.55,17.64,91.55,7.9,717.07,717.49,8598,0.745
"RANCHARIA","São Paulo",354220,45.13,68.9,80.67,27.7,54.97,65.86,12.51,23.87,89.22,9.24,707.37,707.37,28705,0.751
"REDENÇÃO DA SERRA","São Paulo",354230,51.07,81.93,38.84,17.09,58.42,36.19,2.33,5.08,60.65,2.98,411.77,423.76,3749,0.657
"REGENTE FEIJÓ","São Paulo",354240,43.1,107.65,89.8,39.31,72.83,78.22,21.62,38.11,94.76,10.86,774.14,774.14,18456,0.768
"REGINÓPOLIS","São Paulo",354250,47.31,77.95,91.83,4.44,65.37,64.19,2.83,20.52,80.45,7.38,685.32,685.32,5267,0.728
"REGISTRO","São Paulo",354260,49.74,72.5,69.44,26.65,58.49,64.76,11.37,18.98,82.62,13.31,699.41,700.33,54058,0.754
"RESTINGA","São Paulo",354270,49.26,44.65,64.7,12.4,40.53,59.3,9.85,16.09,82.78,6.14,499.24,502.45,6526,0.705
"RIBEIRA","São Paulo",354280,58.25,88.94,72.35,17.14,70.45,68.38,9.37,29.98,82.77,5.95,416.85,417.56,3319,0.698
"RIBEIRÃO BONITO","São Paulo",354290,47.93,68.1,67,15.76,50.19,58.12,7.81,15.33,85.42,9.41,673.96,673.96,12087,0.712
"RIBEIRÃO BRANCO","São Paulo",354300,56.05,68.09,59.94,9.28,47.55,53.75,3.94,14.6,69.22,3.55,318.44,323.79,17928,0.639
"RIBEIRÃO CORRENTE","São Paulo",354310,47.7,76.43,80.5,14.22,59.61,76.34,8.39,27.37,85.77,3.95,579.04,579.04,4269,0.711
"RIBEIRÃO DO SUL","São Paulo",354320,45.89,86.18,71.36,50.02,66.84,60,27.56,28.84,87.47,9.75,866.43,867.03,4443,0.747
"RIBEIRÃO DOS ÍNDIOS","São Paulo",354323,50.24,90.9,61.65,31.46,75.78,56.14,24.33,40.41,88.42,4.5,489.94,490.75,2183,0.721
"RIBEIRÃO GRANDE","São Paulo",354325,49.04,87.72,89.38,6.95,72.24,75.55,2.73,10.18,77.43,2.69,436.21,437.77,7380,0.705
"RIBEIRÃO PIRES","São Paulo",354330,38.3,84.22,59.87,32.16,60.34,52.6,16.24,29.37,83.67,10.74,847.11,847.11,112775,0.784
"RIBEIRÃO PRETO","São Paulo",354340,39.02,76.82,93.22,42.42,55.85,72.77,22.04,41.61,90.17,20.87,1314.04,1315.1,598544,0.8
"RIVERSUL","São Paulo",354350,54.77,72.14,64.46,13.9,59.01,60.86,7.68,17.24,63.44,6.15,412.42,413.59,6115,0.664
"RIFAINA","São Paulo",354360,45.49,73.27,59.4,14.35,60.18,55.58,8.71,9.37,81.94,11.27,677.62,678.27,3410,0.74
"RINCÃO","São Paulo",354370,46.63,79.11,85.29,20.39,54.36,66.25,9.39,34.1,92.98,5.94,626.27,626.27,10271,0.734
"RINÓPOLIS","São Paulo",354380,46.75,66.07,54.95,25.58,52.32,54.95,17.87,15.41,85.57,8.13,606.9,608.15,9903,0.723
"RIO CLARO","São Paulo",354390,40.87,73.27,107.64,36.5,61.15,82.5,18.64,35.8,93.68,16.25,1049.16,1049.4,185130,0.803
"RIO DAS PEDRAS","São Paulo",354400,41.62,69.13,69.59,24.8,53.01,62.67,12.45,18.57,81.44,7.32,804,804,29409,0.759
"RIO GRANDE DA SERRA","São Paulo",354410,43.2,89.59,73.97,19.53,64.33,67.18,7.35,18.1,80.68,4.25,563.57,564.49,43673,0.749
"RIOLÂNDIA","São Paulo",354420,46.52,66.22,75.08,20.93,49.17,61.02,12.08,17.05,68.44,5.86,539.22,539.22,9308,0.703
"ROSANA","São Paulo",354425,45.32,81.11,65.25,32.69,58.85,58.26,21.04,22.6,85.53,10.72,843.59,854.38,19371,0.764
"ROSEIRA","São Paulo",354430,41.66,72.06,104.61,23.56,50.55,75.64,11.05,29.03,95.67,9.61,588.39,588.39,9519,0.737
"RUBIÁCEA","São Paulo",354440,44.47,82.73,76.72,16.74,68.63,62.17,9.67,34.62,100,2.06,565.62,566.57,2724,0.721
"RUBINÉIA","São Paulo",354450,46.89,92.86,75.15,51.53,76.27,75.15,32.63,47.01,100,10.29,676.48,676.48,2850,0.759
"SABINO","São Paulo",354460,46.15,87.57,118.85,16.33,69.97,88.42,11.99,35.84,98.39,7.67,655.4,655.83,5210,0.728
"SAGRES","São Paulo",354470,47.48,111.4,62.56,28.24,79.02,56.49,12.77,30.76,85.47,5.44,592.88,592.88,2395,0.73
"SALES","São Paulo",354480,45.76,84.48,83.28,18.67,70.04,83.28,11.45,12.6,90.67,6.8,654.79,655.71,5418,0.751
"SALES OLIVEIRA","São Paulo",354490,41.98,83.63,92.57,24.23,70.47,75.14,15.77,26.55,84.87,10.84,789.73,789.73,10538,0.772
"SALESÓPOLIS","São Paulo",354500,49.02,85.22,56.1,19.67,64.1,51.58,8.84,10.18,64.73,7.87,576.55,576.76,15559,0.732
"SALMOURÃO","São Paulo",354510,47.64,83.65,60.35,18.14,74.2,56.27,11.23,23.85,83.84,4.74,544.52,544.52,4775,0.719
