"name","group","id","Esperança de vida ao nascer 2000","lat","long",
"ALTA FLORESTA D'OESTE","Rondônia",110001,66.9,-11.9283,-61.9953,
"ARIQUEMES","Rondônia",110002,69.52,-9.90571,-63.0325,
"CABIXI","Rondônia",110003,65.62,-13.4945,-60.552,
"CACOAL","Rondônia",110004,69.7,-11.4343,-61.4562,
"CEREJEIRAS","Rondônia",110005,67.22,-13.187,-60.8168,
"COLORADO DO OESTE","Rondônia",110006,67.61,-13.1174,-60.5454,
"CORUMBIARA","Rondônia",110007,63.94,-12.9551,-60.8947,
"COSTA MARQUES","Rondônia",110008,64.01,-12.4367,-64.228,
"ESPIGÃO D'OESTE","Rondônia",110009,67.61,-11.5266,-61.0252,
"GUAJARÁ-MIRIM","Rondônia",110010,69.52,-10.7889,-65.3296,
"JARU","Rondônia",110011,67.61,-10.4318,-62.4788,
"JI-PARANÁ","Rondônia",110012,67.76,-10.8777,-61.9322,
"MACHADINHO D'OESTE","Rondônia",110013,65.8,-9.44363,-61.9818,
"NOVA BRASILÂNDIA D'OESTE","Rondônia",110014,64.58,-11.7247,-62.3127,
"OURO PRETO DO OESTE","Rondônia",110015,67.22,-10.7167,-62.2565,
"PIMENTA BUENO","Rondônia",110018,67.22,-11.672,-61.198,
"PORTO VELHO","Rondônia",110020,67.22,-8.76077,-63.8999,
"PRESIDENTE MÉDICI","Rondônia",110025,65.84,-11.169,-61.8986,
"RIO CRESPO","Rondônia",110026,66.92,-9.69965,-62.9011,
"ROLIM DE MOURA","Rondônia",110028,69.52,-11.7271,-61.7714,
"SANTA LUZIA D'OESTE","Rondônia",110029,66.57,-11.9074,-61.7777,
"VILHENA","Rondônia",110030,69.7,-12.7502,-60.1488,
"SÃO MIGUEL DO GUAPORÉ","Rondônia",110032,64.58,-11.6953,-62.7192,
"NOVA MAMORÉ","Rondônia",110033,64.01,-10.4077,-65.3346,
"ALVORADA D'OESTE","Rondônia",110034,65.16,-11.3463,-62.2847,
"ALTO ALEGRE DOS PARECIS","Rondônia",110037,65.84,-12.132,-61.835,
"ALTO PARAÍSO","Rondônia",110040,66.57,-9.71429,-63.3188,
"BURITIS","Rondônia",110045,65.3,-10.1943,-63.8324,
"NOVO HORIZONTE DO OESTE","Rondônia",110050,65.89,-11.6961,-61.9951,
"CACAULÂNDIA","Rondônia",110060,67.17,-10.349,-62.9043,
"CAMPO NOVO DE RONDÔNIA","Rondônia",110070,65.95,-10.5712,-63.6266,
"CANDEIAS DO JAMARI","Rondônia",110080,66.92,-8.7907,-63.7005,
"CASTANHEIRAS","Rondônia",110090,67.17,-11.4253,-61.9482,
"CHUPINGUAIA","Rondônia",110092,66.82,-12.5611,-60.8877,
"CUJUBIM","Rondônia",110094,66.62,-9.36065,-62.5846,
"GOVERNADOR JORGE TEIXEIRA","Rondônia",110100,65.59,-10.61,-62.7371,
"ITAPUÃ DO OESTE","Rondônia",110110,65.16,-9.19687,-63.1809,
"MINISTRO ANDREAZZA","Rondônia",110120,66.62,-11.196,-61.5174,
"MIRANTE DA SERRA","Rondônia",110130,66.82,-11.029,-62.6696,
"MONTE NEGRO","Rondônia",110140,65.8,-10.2458,-63.29,
"NOVA UNIÃO","Rondônia",110143,65.84,-10.9068,-62.5564,
"PARECIS","Rondônia",110145,66.18,-12.1754,-61.6032,
"PIMENTEIRAS DO OESTE","Rondônia",110146,67.61,-13.4823,-61.0471,
"PRIMAVERA DE RONDÔNIA","Rondônia",110147,66.18,-11.8295,-61.3153,
"SÃO FELIPE D'OESTE","Rondônia",110148,66.62,-11.9023,-61.5026,
"SÃO FRANCISCO DO GUAPORÉ","Rondônia",110149,66.9,-12.052,-63.568,
"SERINGUEIRAS","Rondônia",110150,65.37,-11.8055,-63.0182,
"TEIXEIRÓPOLIS","Rondônia",110155,66.57,-10.9056,-62.242,
"THEOBROMA","Rondônia",110160,64.86,-10.2483,-62.3538,
"URUPÁ","Rondônia",110170,65.59,-11.1261,-62.3639,
"VALE DO ANARI","Rondônia",110175,64.61,-9.86215,-62.1876,
"VALE DO PARAÍSO","Rondônia",110180,66.9,-10.4465,-62.1352,
"ACRELÂNDIA","Acre",120001,68.36,-9.82581,-66.8972,
"ASSIS BRASIL","Acre",120005,67.64,-10.9298,-69.5738,
"BRASILÉIA","Acre",120010,66.57,-10.995,-68.7497,
"BUJARI","Acre",120013,67.39,-9.81528,-67.955,
"CAPIXABA","Acre",120017,65.93,-10.566,-67.686,
"CRUZEIRO DO SUL","Acre",120020,68.23,-7.62762,-72.6756,
"EPITACIOLÂNDIA","Acre",120025,67.05,-11.0188,-68.7341,
"FEIJÓ","Acre",120030,63.64,-8.17054,-70.351,
"JORDÃO","Acre",120032,63.24,-9.43091,-71.8974,
"MÂNCIO LIMA","Acre",120033,65.93,-7.61657,-72.8997,
"MANOEL URBANO","Acre",120034,66.57,-8.83291,-69.2679,
"MARECHAL THAUMATURGO","Acre",120035,63.24,-8.93898,-72.7997,
"PLÁCIDO DE CASTRO","Acre",120038,68.23,-10.2806,-67.1371,
"PORTO WALTER","Acre",120039,63.24,-8.26323,-72.7537,
"RIO BRANCO","Acre",120040,68.43,-9.97499,-67.8243,
"RODRIGUES ALVES","Acre",120042,63.64,-7.73864,-72.661,
"SANTA ROSA DO PURUS","Acre",120043,67.05,-9.44652,-70.4902,
"SENADOR GUIOMARD","Acre",120045,68.43,-10.1497,-67.7362,
"SENA MADUREIRA","Acre",120050,68.36,-9.06596,-68.6571,
"TARAUACÁ","Acre",120060,63.64,-8.15697,-70.7722,
"XAPURI","Acre",120070,67.64,-10.6516,-68.4969,
"PORTO ACRE","Acre",120080,66.07,-9.58138,-67.5478,
"ALVARÃES","Amazonas",130002,65.37,-3.22727,-64.8007,
"AMATURÁ","Amazonas",130006,66.61,-3.37455,-68.2005,
"ANAMÃ","Amazonas",130008,63.05,-3.56697,-61.3963,
"ANORI","Amazonas",130010,65.5,-3.74603,-61.6575,
"APUÍ","Amazonas",130014,65.85,-7.19409,-59.896,
"ATALAIA DO NORTE","Amazonas",130020,64.91,-4.37055,-70.1967,
"AUTAZES","Amazonas",130030,66.96,-3.58574,-59.1256,
"BARCELOS","Amazonas",130040,66.57,-0.983373,-62.9311,
"BARREIRINHA","Amazonas",130050,66.57,-2.79886,-57.0679,
"BENJAMIN CONSTANT","Amazonas",130060,65.71,-4.37768,-70.0342,
"BERURI","Amazonas",130063,63.53,-3.89874,-61.3616,
"BOA VISTA DO RAMOS","Amazonas",130068,63.86,-2.97409,-57.5873,
"BOCA DO ACRE","Amazonas",130070,65.11,-8.74232,-67.3919,
"BORBA","Amazonas",130080,64.21,-4.39154,-59.5874,
"CAAPIRANGA","Amazonas",130083,64.91,-3.31537,-61.2206,
"CANUTAMA","Amazonas",130090,63.86,-6.52582,-64.3953,
"CARAUARI","Amazonas",130100,63.05,-4.88161,-66.9086,
"CAREIRO","Amazonas",130110,66.96,-3.76803,-60.369,
"CAREIRO DA VÁRZEA","Amazonas",130115,66.61,-3.314,-59.5557,
"COARI","Amazonas",130120,67.16,-4.09412,-63.1441,
"CODAJÁS","Amazonas",130130,64.68,-3.83053,-62.0658,
"EIRUNEPÉ","Amazonas",130140,63.86,-6.65677,-69.8662,
"ENVIRA","Amazonas",130150,63.53,-7.43789,-70.0281,
"FONTE BOA","Amazonas",130160,62.06,-2.52342,-66.0942,
"GUAJARÁ","Amazonas",130165,64.91,-7.53797,-72.5907,
"HUMAITÁ","Amazonas",130170,66.96,-7.51171,-63.0327,
"IPIXUNA","Amazonas",130180,64.91,-7.04791,-71.6934,
"IRANDUBA","Amazonas",130185,70.24,-3.27479,-60.19,
"ITACOATIARA","Amazonas",130190,69.44,-3.13861,-58.4449,
"ITAMARATI","Amazonas",130195,64.68,-6.43852,-68.2437,
"ITAPIRANGA","Amazonas",130200,67.81,-2.74081,-58.0293,
"JAPURÁ","Amazonas",130210,65.71,-1.88237,-66.9291,
"JURUÁ","Amazonas",130220,61.25,-3.48438,-66.0718,
"JUTAÍ","Amazonas",130230,64.21,-2.75814,-66.7595,
"LÁBREA","Amazonas",130240,66.26,-7.26413,-64.7948,
"MANACAPURU","Amazonas",130250,66.61,-3.29066,-60.6216,
"MANAQUIRI","Amazonas",130255,65.22,-3.44078,-60.4612,
"MANAUS","Amazonas",130260,68.6,-3.11866,-60.0212,
"MANICORÉ","Amazonas",130270,66.57,-5.80462,-61.2895,
"MARAÃ","Amazonas",130280,63.86,-1.85313,-65.573,
"MAUÉS","Amazonas",130290,67.81,-3.39289,-57.7067,
"NHAMUNDÁ","Amazonas",130300,65.85,-2.20793,-56.7112,
"NOVA OLINDA DO NORTE","Amazonas",130310,65.85,-3.90037,-59.094,
"NOVO AIRÃO","Amazonas",130320,64.95,-2.63637,-60.9434,
"NOVO ARIPUANÃ","Amazonas",130330,66.26,-5.12593,-60.3732,
"PARINTINS","Amazonas",130340,67.3,-2.63741,-56.729,
"PAUINI","Amazonas",130350,62.06,-7.71311,-66.992,
"PRESIDENTE FIGUEIREDO","Amazonas",130353,68.26,-2.02981,-60.0234,
"RIO PRETO DA EVA","Amazonas",130356,67.3,-2.7045,-59.6858,
"SANTA ISABEL DO RIO NEGRO","Amazonas",130360,62.23,-0.410824,-65.0092,
"SANTO ANTÔNIO DO IÇÁ","Amazonas",130370,64.91,-3.09544,-67.9463,
"SÃO GABRIEL DA CACHOEIRA","Amazonas",130380,68.6,-0.11909,-67.084,
"SÃO PAULO DE OLIVENÇA","Amazonas",130390,64.95,-3.47292,-68.9646,
"SÃO SEBASTIÃO DO UATUMÃ","Amazonas",130395,64.68,-2.55915,-57.8731,
"SILVES","Amazonas",130400,66.26,-2.81748,-58.248,
"TABATINGA","Amazonas",130406,68.05,-4.2416,-69.9383,
"TAPAUÁ","Amazonas",130410,61.25,-5.62085,-63.1808,
"TEFÉ","Amazonas",130420,67.05,-3.36822,-64.7193,
"TONANTINS","Amazonas",130423,64.95,-2.86582,-67.7919,
"UARINI","Amazonas",130426,64.84,-2.99609,-65.1133,
"URUCARÁ","Amazonas",130430,67.16,-2.52936,-57.7538,
"URUCURITUBA","Amazonas",130440,66.61,-3.12841,-58.1496,
"AMAJARI","Roraima",140002,66.87,3.64571,-61.3692,
"ALTO ALEGRE","Roraima",140005,66.87,2.98858,-61.3072,
"BOA VISTA","Roraima",140010,68.47,2.82384,-60.6753,
"BONFIM","Roraima",140015,66.87,3.36161,-59.8333,
"CANTÁ","Roraima",140017,68.47,2.60994,-60.6058,
"CARACARAÍ","Roraima",140020,67.11,1.82766,-61.1304,
"CAROEBE","Roraima",140023,64.74,0.884203,-59.6959,
"IRACEMA","Roraima",140028,66.87,2.18305,-61.0415,
"MUCAJAÍ","Roraima",140030,70.21,2.43998,-60.9096,
"NORMANDIA","Roraima",140040,65.12,3.8853,-59.6204,
"PACARAIMA","Roraima",140045,68.47,4.4799,-61.1477,
"RORAINÓPOLIS","Roraima",140047,67.11,0.939956,-60.4389,
"SÃO JOÃO DA BALIZA","Roraima",140050,67.11,0.951659,-59.9133,
"SÃO LUIZ","Roraima",140060,67.11,1.01019,-60.0419,
"UIRAMUTÃ","Roraima",140070,64.74,4.60314,-60.1815,
"ABAETETUBA","Pará",150010,69.98,-1.72183,-48.8788,
"ABEL FIGUEIREDO","Pará",150013,67.52,-4.95333,-48.3933,
"ACARÁ","Pará",150020,67.84,-1.95383,-48.1985,
"AFUÁ","Pará",150030,67.63,-0.154874,-50.3861,
"ÁGUA AZUL DO NORTE","Pará",150034,65.72,-6.79053,-50.4791,
"ALENQUER","Pará",150040,67.43,-1.94623,-54.7384,
"ALMEIRIM","Pará",150050,69,-1.52904,-52.5788,
"ALTAMIRA","Pará",150060,70.09,-3.20407,-52.21,
"ANAJÁS","Pará",150070,67.63,-0.996811,-49.9354,
"ANANINDEUA","Pará",150080,72.19,-1.36391,-48.3743,
"ANAPU","Pará",150085,67.7,-3.46985,-51.2003,
"AUGUSTO CORRÊA","Pará",150090,67.34,-1.05109,-46.6147,
"AURORA DO PARÁ","Pará",150095,67.44,-2.14898,-47.5677,
"AVEIRO","Pará",150100,67.52,-3.60841,-55.3199,
"BAGRE","Pará",150110,65.13,-1.90057,-50.1987,
"BAIÃO","Pará",150120,67.34,-2.79021,-49.6694,
"BANNACH","Pará",150125,69.5,-7.34779,-50.3959,
"BARCARENA","Pará",150130,70.28,-1.51187,-48.6195,
"BELÉM","Pará",150140,70.5,-1.4554,-48.4898,
"BELTERRA","Pará",150145,65.36,-2.63609,-54.9374,
"BENEVIDES","Pará",150150,66.46,-1.36183,-48.2434,
"BOM JESUS DO TOCANTINS","Pará",150157,65.13,-5.0424,-48.6047,
"BONITO","Pará",150160,64.87,-1.36745,-47.3066,
"BRAGANÇA","Pará",150170,64.72,-1.06126,-46.7826,
"BRASIL NOVO","Pará",150172,67.43,-3.29792,-52.534,
"BREJO GRANDE DO ARAGUAIA","Pará",150175,67.97,-5.69822,-48.4103,
"BREU BRANCO","Pará",150178,66.06,-3.77191,-49.5735,
"BREVES","Pará",150180,67.34,-1.68036,-50.4791,
"BUJARU","Pará",150190,67.7,-1.51762,-48.0381,
"CACHOEIRA DO PIRIÁ","Pará",150195,64.68,-1.75974,-46.5459,
"CACHOEIRA DO ARARI","Pará",150200,67.7,-1.01226,-48.9503,
"CAMETÁ","Pará",150210,67.29,-2.24295,-49.4979,
"CANAÃ DOS CARAJÁS","Pará",150215,67.52,-6.49659,-49.8776,
"CAPANEMA","Pará",150220,70.24,-1.20529,-47.1778,
"CAPITÃO POÇO","Pará",150230,64.28,-1.74785,-47.0629,
"CASTANHAL","Pará",150240,70.24,-1.29797,-47.9167,
"CHAVES","Pará",150250,67.63,-0.164154,-49.987,
"COLARES","Pará",150260,67.85,-0.936423,-48.2803,
"CONCEIÇÃO DO ARAGUAIA","Pará",150270,69.5,-8.26136,-49.2689,
"CONCÓRDIA DO PARÁ","Pará",150275,67.44,-1.99238,-47.9422,
"CUMARU DO NORTE","Pará",150276,68.57,-7.81097,-50.7698,
"CURIONÓPOLIS","Pará",150277,68.24,-6.09965,-49.6068,
"CURRALINHO","Pará",150280,64.28,-1.81179,-49.7952,
"CURUÁ","Pará",150285,67.97,-1.88775,-55.1168,
"CURUÇÁ","Pará",150290,66.8,-0.733214,-47.8515,
"DOM ELISEU","Pará",150293,64.72,-4.19944,-47.8245,
"ELDORADO DOS CARAJÁS","Pará",150295,67.74,-6.10389,-49.3553,
"FARO","Pará",150300,64.68,-2.16805,-56.7405,
"FLORESTA DO ARAGUAIA","Pará",150304,69.25,-7.55335,-49.7125,
"GARRAFÃO DO NORTE","Pará",150307,64.87,-1.92986,-47.0505,
"GOIANÉSIA DO PARÁ","Pará",150309,66.79,-3.84338,-49.0974,
"GURUPÁ","Pará",150310,67.97,-1.41412,-51.6338,
"IGARAPÉ-AÇU","Pará",150320,66.84,-1.12539,-47.626,
"IGARAPÉ-MIRI","Pará",150330,67.85,-1.97533,-48.9575,
"INHANGAPI","Pará",150340,67.74,-1.4349,-47.9114,
"IPIXUNA DO PARÁ","Pará",150345,67.39,-2.55992,-47.5059,
"IRITUIA","Pará",150350,66.36,-1.76984,-47.446,
"ITAITUBA","Pará",150360,66.46,-4.2667,-55.9926,
"ITUPIRANGA","Pará",150370,65.15,-5.13272,-49.3358,
"JACAREACANGA","Pará",150375,69.56,-6.21469,-57.7544,
"JACUNDÁ","Pará",150380,67.85,-4.44617,-49.1153,
"JURUTI","Pará",150390,64.28,-2.16347,-56.0889,
"LIMOEIRO DO AJURU","Pará",150400,67.29,-1.8985,-49.3903,
"MÃE DO RIO","Pará",150405,68.69,-2.05683,-47.5601,
"MAGALHÃES BARATA","Pará",150410,67.52,-0.803391,-47.6014,
"MARABÁ","Pará",150420,67.43,-5.38075,-49.1327,
"MARACANÃ","Pará",150430,66.8,-0.778899,-47.452,
"MARAPANIM","Pará",150440,69.49,-0.714702,-47.7034,
"MARITUBA","Pará",150442,65.72,-1.36002,-48.3421,
"MEDICILÂNDIA","Pará",150445,70.22,-3.44637,-52.8875,
"MELGAÇO","Pará",150450,64.87,-1.8032,-50.7149,
"MOCAJUBA","Pará",150460,67.39,-2.5831,-49.5042,
"MOJU","Pará",150470,67.84,-1.88993,-48.7668,
"MONTE ALEGRE","Pará",150480,69.65,-1.99768,-54.0724,
"MUANÁ","Pará",150490,67.63,-1.53936,-49.2224,
"NOVA ESPERANÇA DO PIRIÁ","Pará",150495,66.05,-2.26693,-46.9731,
"NOVA IPIXUNA","Pará",150497,68.05,-4.91622,-49.0822,
"NOVA TIMBOTEUA","Pará",150500,66.06,-1.20874,-47.3921,
"NOVO PROGRESSO","Pará",150503,73.27,-7.14347,-55.3786,
"NOVO REPARTIMENTO","Pará",150506,65.15,-4.24749,-49.9499,
"ÓBIDOS","Pará",150510,67.63,-1.90107,-55.5208,
"OEIRAS DO PARÁ","Pará",150520,67.29,-2.00358,-49.8628,
"ORIXIMINÁ","Pará",150530,69,-1.75989,-55.8579,
"OURÉM","Pará",150540,67.39,-1.54168,-47.1126,
"OURILÂNDIA DO NORTE","Pará",150543,68.57,-6.7529,-51.0858,
"PACAJÁ","Pará",150548,67.7,-3.83542,-50.6399,
"PALESTINA DO PARÁ","Pará",150549,67.97,-5.74027,-48.3181,
"PARAGOMINAS","Pará",150550,66.06,-3.00212,-47.3527,
"PARAUAPEBAS","Pará",150553,68.57,-6.06781,-49.9037,
"PAU D'ARCO","Pará",150555,67.84,-1.59772,-46.9268,
"PEIXE-BOI","Pará",150560,64.72,-1.19382,-47.324,
"PIÇARRA","Pará",150563,68.41,-6.43778,-48.8716,
"PLACAS","Pará",150565,67.85,-3.86813,-54.2124,
"PONTA DE PEDRAS","Pará",150570,67.63,-1.39587,-48.8661,
"PORTEL","Pará",150580,67.85,-1.93639,-50.8194,
"PORTO DE MOZ","Pará",150590,66.92,-1.74691,-52.2361,
"PRAINHA","Pará",150600,65.36,-1.798,-53.4779,
"PRIMAVERA","Pará",150610,66.84,-0.945439,-47.1253,
"QUATIPURU","Pará",150611,64.72,-0.899604,-47.0134,
"REDENÇÃO","Pará",150613,69.28,-8.02529,-50.0317,
"RIO MARIA","Pará",150616,68.41,-7.31236,-50.0379,
"RONDON DO PARÁ","Pará",150618,66.78,-4.77793,-48.067,
"RURÓPOLIS","Pará",150619,64.87,-4.10028,-54.9092,
"SALINÓPOLIS","Pará",150620,70.5,-0.630815,-47.3465,
"SALVATERRA","Pará",150630,69.71,-0.758444,-48.5139,
"SANTA BÁRBARA DO PARÁ","Pará",150635,65.13,-1.19219,-48.238,
"SANTA CRUZ DO ARARI","Pará",150640,64.87,-0.661019,-49.1771,
"SANTA ISABEL DO PARÁ","Pará",150650,68.94,-1.29686,-48.1606,
"SANTA LUZIA DO PARÁ","Pará",150655,63.22,-1.52147,-46.9008,
"SANTA MARIA DAS BARREIRAS","Pará",150658,68.69,-8.85784,-49.7215,
"SANTA MARIA DO PARÁ","Pará",150660,64.87,-1.35392,-47.5712,
"SANTANA DO ARAGUAIA","Pará",150670,69.8,-9.3281,-50.35,
"SANTARÉM","Pará",150680,70.28,-2.43849,-54.6996,
"SANTARÉM NOVO","Pará",150690,64.87,-0.93097,-47.3855,
"SANTO ANTÔNIO DO TAUÁ","Pará",150700,68.94,-1.1522,-48.1314,
"SÃO CAETANO DE ODIVELAS","Pará",150710,69.49,-0.747293,-48.0246,
"SÃO DOMINGOS DO ARAGUAIA","Pará",150715,67.74,-5.53732,-48.7366,
"SÃO DOMINGOS DO CAPIM","Pará",150720,67.44,-1.68768,-47.7665,
"SÃO FÉLIX DO XINGU","Pará",150730,69.46,-6.64254,-51.9904,
"SÃO FRANCISCO DO PARÁ","Pará",150740,66.84,-1.16963,-47.7917,
"SÃO GERALDO DO ARAGUAIA","Pará",150745,69.9,-6.39471,-48.5592,
"SÃO JOÃO DA PONTA","Pará",150746,66.8,-0.857885,-47.918,
"SÃO JOÃO DE PIRABAS","Pará",150747,68.41,-0.780222,-47.181,
"SÃO JOÃO DO ARAGUAIA","Pará",150750,63.22,-5.36334,-48.7926,
"SÃO MIGUEL DO GUAMÁ","Pará",150760,65.13,-1.61307,-47.4784,
"SÃO SEBASTIÃO DA BOA VISTA","Pará",150770,67.85,-1.71597,-49.5249,
"SAPUCAIA","Pará",150775,69.28,-6.94018,-49.6834,
"SENADOR JOSÉ PORFÍRIO","Pará",150780,66.77,-4.31242,-51.5764,
"SOURE","Pará",150790,68.24,-0.73032,-48.5015,
"TAILÂNDIA","Pará",150795,69.82,-2.94584,-48.9489,
"TERRA ALTA","Pará",150796,67.52,-1.02963,-47.9004,
"TERRA SANTA","Pará",150797,68.24,-2.10443,-56.4877,
"TOMÉ-AÇU","Pará",150800,66.13,-2.41302,-48.1415,
"TRACUATEUA","Pará",150803,65.15,-1.07653,-46.9031,
"TRAIRÃO","Pará",150805,66.46,-4.57347,-55.9429,
"TUCUMÃ","Pará",150808,69.5,-6.74687,-51.1626,
"TUCURUÍ","Pará",150810,70.47,-3.7657,-49.6773,
"ULIANÓPOLIS","Pará",150812,65.56,-3.75007,-47.4892,
"URUARÁ","Pará",150815,69,-3.71519,-53.7396,
"VIGIA","Pará",150820,69.9,-0.861194,-48.1386,
"VISEU","Pará",150830,66.13,-1.19124,-46.1399,
"VITÓRIA DO XINGU","Pará",150835,67.7,-2.87922,-52.0088,
"XINGUARA","Pará",150840,69.28,-7.0983,-49.9437,
"SERRA DO NAVIO","Amapá",160005,68.68,0.901357,-52.0036,
"AMAPÁ","Amapá",160010,68.68,2.05267,-50.7957,
"PEDRA BRANCA DO AMAPARI","Amapá",160015,65.19,0.777424,-51.9503,
"CALÇOENE","Amapá",160020,63.02,2.50475,-50.9512,
"CUTIAS","Amapá",160021,66.74,0.970761,-50.8005,
"FERREIRA GOMES","Amapá",160023,70.21,0.857256,-51.1795,
"ITAUBAL","Amapá",160025,63.02,0.602185,-50.6996,
"LARANJAL DO JARI","Amapá",160027,68.68,-0.804911,-52.453,
"MACAPÁ","Amapá",160030,70.21,0.034934,-51.0694,
"MAZAGÃO","Amapá",160040,67.89,-0.11336,-51.2891,
"OIAPOQUE","Amapá",160050,67.89,3.84074,-51.8331,
"PORTO GRANDE","Amapá",160053,67.89,0.71243,-51.4155,
"PRACUÚBA","Amapá",160055,66.74,1.74543,-50.7892,
"SANTANA","Amapá",160060,68.68,-0.045434,-51.1729,
"TARTARUGALZINHO","Amapá",160070,66.74,1.50652,-50.9087,
"VITÓRIA DO JARI","Amapá",160080,65.19,-0.938,-52.424,
"ABREULÂNDIA","Tocantins",170025,67.79,-9.62101,-49.1518,
"AGUIARNÓPOLIS","Tocantins",170030,64.96,-6.55409,-47.4702,
"ALIANÇA DO TOCANTINS","Tocantins",170035,67.87,-11.3056,-48.9361,
"ALMAS","Tocantins",170040,64.43,-11.5706,-47.1792,
"ALVORADA","Tocantins",170070,68.49,-12.4785,-49.1249,
"ANANÁS","Tocantins",170100,65.14,-6.36437,-48.0735,
"ANGICO","Tocantins",170105,64.51,-6.39179,-47.8611,
"APARECIDA DO RIO NEGRO","Tocantins",170110,64.53,-9.94139,-47.9638,
"ARAGOMINAS","Tocantins",170130,65.03,-7.16005,-48.5291,
"ARAGUACEMA","Tocantins",170190,66.05,-8.80755,-49.5569,
"ARAGUAÇU","Tocantins",170200,64.96,-12.9289,-49.8231,
"ARAGUAÍNA","Tocantins",170210,67.46,-7.19238,-48.2044,
"ARAGUANÃ","Tocantins",170215,65.03,-6.58225,-48.6395,
"ARAGUATINS","Tocantins",170220,64.15,-5.64659,-48.1232,
"ARAPOEMA","Tocantins",170230,65.7,-7.65463,-49.0637,
"ARRAIAS","Tocantins",170240,67.46,-12.9287,-46.9359,
"AUGUSTINÓPOLIS","Tocantins",170255,64.15,-5.46863,-47.8863,
"AURORA DO TOCANTINS","Tocantins",170270,65.7,-12.7105,-46.4076,
"AXIXÁ DO TOCANTINS","Tocantins",170290,61.44,-5.61275,-47.7701,
"BABAÇULÂNDIA","Tocantins",170300,64.51,-7.20923,-47.7613,
"BANDEIRANTES DO TOCANTINS","Tocantins",170305,64.83,-7.75612,-48.5836,
"BARRA DO OURO","Tocantins",170307,64.37,-7.69593,-47.6776,
"BARROLÂNDIA","Tocantins",170310,67.87,-9.83404,-48.7252,
"BERNARDO SAYÃO","Tocantins",170320,64.73,-7.87481,-48.8893,
"BOM JESUS DO TOCANTINS","Tocantins",170330,67.65,-8.96306,-48.165,
"BRASILÂNDIA DO TOCANTINS","Tocantins",170360,66.83,-8.38918,-48.4822,
"BREJINHO DE NAZARÉ","Tocantins",170370,66.95,-11.0058,-48.5683,
"BURITI DO TOCANTINS","Tocantins",170380,60.52,-5.31448,-48.2271,
"CACHOEIRINHA","Tocantins",170382,64.59,-6.1156,-47.9234,
"CAMPOS LINDOS","Tocantins",170384,61.44,-7.98956,-46.8645,
"CARIRI DO TOCANTINS","Tocantins",170386,68.8,-11.8881,-49.1609,
"CARMOLÂNDIA","Tocantins",170388,66.05,-7.03262,-48.3978,
"CARRASCO BONITO","Tocantins",170389,60.44,-5.31415,-48.0314,
"CASEARA","Tocantins",170390,66.83,-9.27612,-49.9521,
"CENTENÁRIO","Tocantins",170410,64.32,-8.96103,-47.3304,
"CHAPADA DE AREIA","Tocantins",170460,62.68,-10.1419,-49.1403,
"CHAPADA DA NATIVIDADE","Tocantins",170510,66.73,-11.6175,-47.7486,
"COLINAS DO TOCANTINS","Tocantins",170550,67.46,-8.05764,-48.4757,
"COMBINADO","Tocantins",170555,67.54,-12.7917,-46.5388,
"CONCEIÇÃO DO TOCANTINS","Tocantins",170560,64.57,-12.2209,-47.2951,
"COUTO MAGALHÃES","Tocantins",170600,62.68,-8.28411,-49.2473,
"CRISTALÂNDIA","Tocantins",170610,70.47,-10.5985,-49.1942,
"CRIXÁS DO TOCANTINS","Tocantins",170625,67.54,-11.0994,-48.9152,
"DARCINÓPOLIS","Tocantins",170650,64.09,-6.71591,-47.7597,
"DIANÓPOLIS","Tocantins",170700,67.54,-11.624,-46.8198,
"DIVINÓPOLIS DO TOCANTINS","Tocantins",170710,66.1,-9.80018,-49.2169,
"DOIS IRMÃOS DO TOCANTINS","Tocantins",170720,65.28,-9.25534,-49.0638,
"DUERÉ","Tocantins",170730,68.8,-11.3416,-49.2716,
"ESPERANTINA","Tocantins",170740,59.78,-5.36593,-48.5378,
"FÁTIMA","Tocantins",170755,66.73,-10.7603,-48.9076,
"FIGUEIRÓPOLIS","Tocantins",170765,68.8,-12.1312,-49.1748,
"FILADÉLFIA","Tocantins",170770,64.83,-7.33501,-47.4954,
"FORMOSO DO ARAGUAIA","Tocantins",170820,65.11,-11.7976,-49.5316,
"FORTALEZA DO TABOCÃO","Tocantins",170825,65.9,-9.05611,-48.5206,
"GOIANORTE","Tocantins",170830,64.79,-8.77413,-48.9313,
"GOIATINS","Tocantins",170900,63.16,-7.71478,-47.3252,
"GUARAÍ","Tocantins",170930,67.79,-8.83543,-48.5114,
"GURUPI","Tocantins",170950,71.68,-11.7279,-49.068,
"IPUEIRAS","Tocantins",170980,64.53,-11.2329,-48.46,
"ITACAJÁ","Tocantins",171050,64.73,-8.39293,-47.7726,
"ITAGUATINS","Tocantins",171070,64.53,-5.77267,-47.4864,
"ITAPIRATINS","Tocantins",171090,64.43,-8.37982,-48.1072,
"ITAPORÃ DO TOCANTINS","Tocantins",171110,70.71,-8.57172,-48.6895,
"JAÚ DO TOCANTINS","Tocantins",171150,67.87,-12.6509,-48.589,
"JUARINA","Tocantins",171180,64.09,-8.11951,-49.0643,
"LAGOA DA CONFUSÃO","Tocantins",171190,64.53,-10.7906,-49.6199,
"LAGOA DO TOCANTINS","Tocantins",171195,62.68,-10.368,-47.538,
