"name","group","id","Esperança de vida ao nascer 2000","lat","long",
"Montes Claros","Minas Gerais",314330,72.25,-16.7282,-43.8578,
"Monte Sião","Minas Gerais",314340,75.37,-22.4335,-46.573,
"Montezuma","Minas Gerais",314345,67.04,-15.1702,-42.4941,
"Morada Nova de Minas","Minas Gerais",314350,72.5,-18.5998,-45.3584,
"Morro da Garça","Minas Gerais",314360,68.4,-18.5356,-44.601,
"Morro do Pilar","Minas Gerais",314370,67.78,-19.2236,-43.3795,
"Munhoz","Minas Gerais",314380,70.67,-22.6092,-46.362,
"Muriaé","Minas Gerais",314390,72.02,-21.13,-42.3693,
"Mutum","Minas Gerais",314400,70,-19.8121,-41.4407,
"Muzambinho","Minas Gerais",314410,73.15,-21.3692,-46.5213,
"Nacip Raydan","Minas Gerais",314420,69.12,-18.4544,-42.2481,
"Nanuque","Minas Gerais",314430,70.42,-17.8481,-40.3533,
"Naque","Minas Gerais",314435,68.4,-19.2291,-42.3312,
"Natalândia","Minas Gerais",314437,70.43,-16.5021,-46.4874,
"Natércia","Minas Gerais",314440,71.49,-22.1158,-45.5123,
"Nazareno","Minas Gerais",314450,69.2,-21.2168,-44.6138,
"Nepomuceno","Minas Gerais",314460,71.29,-21.2324,-45.235,
"Ninheira","Minas Gerais",314465,69.56,-15.3148,-41.7564,
"Nova Belém","Minas Gerais",314467,65.35,-18.4925,-41.1107,
"Nova Era","Minas Gerais",314470,72.64,-19.7577,-43.0333,
"Nova Lima","Minas Gerais",314480,72.47,-19.9758,-43.8509,
"Nova Módica","Minas Gerais",314490,66.72,-18.4417,-41.4984,
"Nova Ponte","Minas Gerais",314500,73.33,-19.1461,-47.6779,
"Nova Porteirinha","Minas Gerais",314505,67.88,-15.7993,-43.2941,
"Nova Resende","Minas Gerais",314510,69.2,-21.1286,-46.4157,
"Nova Serrana","Minas Gerais",314520,74.8,-19.8713,-44.9847,
"Novo Cruzeiro","Minas Gerais",314530,66.88,-17.4654,-41.8826,
"Novo Oriente de Minas","Minas Gerais",314535,64.94,-17.4089,-41.2194,
"Novorizonte","Minas Gerais",314537,67.04,-16.0162,-42.4044,
"Olaria","Minas Gerais",314540,70.55,-21.8598,-43.9356,
"Olhos-d'Água","Minas Gerais",314545,70.44,-17.3982,-43.5719,
"Olímpio Noronha","Minas Gerais",314550,72.02,-22.0685,-45.2657,
"Oliveira","Minas Gerais",314560,71.99,-20.6982,-44.829,
"Oliveira Fortes","Minas Gerais",314570,68.69,-21.3401,-43.4499,
"Onça de Pitangui","Minas Gerais",314580,70.69,-19.7276,-44.8058,
"Oratórios","Minas Gerais",314585,69.5,-20.4298,-42.7977,
"Orizânia","Minas Gerais",314587,65.91,-20.5142,-42.1991,
"Ouro Branco","Minas Gerais",314590,72.03,-20.5263,-43.6962,
"Ouro Fino","Minas Gerais",314600,74.57,-22.2779,-46.3716,
"Ouro Preto","Minas Gerais",314610,70.26,-20.3796,-43.512,
"Ouro Verde de Minas","Minas Gerais",314620,66.71,-18.0719,-41.2734,
"Padre Carvalho","Minas Gerais",314625,68.92,-16.3646,-42.5088,
"Padre Paraíso","Minas Gerais",314630,67.64,-17.0758,-41.4821,
"Paineiras","Minas Gerais",314640,73.9,-18.8993,-45.5321,
"Pains","Minas Gerais",314650,74.36,-20.3705,-45.6627,
"Pai Pedro","Minas Gerais",314655,64.94,-15.5271,-43.07,
"Paiva","Minas Gerais",314660,69.52,-21.2913,-43.4088,
"Palma","Minas Gerais",314670,70.94,-21.3748,-42.3123,
"Palmópolis","Minas Gerais",314675,65.44,-16.7364,-40.4296,
"Papagaios","Minas Gerais",314690,68.43,-19.4419,-44.7468,
"Paracatu","Minas Gerais",314700,70.66,-17.2252,-46.8711,
"Pará de Minas","Minas Gerais",314710,74.76,-19.8534,-44.6114,
"Paraguaçu","Minas Gerais",314720,73.96,-21.5465,-45.7374,
"Paraisópolis","Minas Gerais",314730,72.85,-22.5539,-45.7803,
"Paraopeba","Minas Gerais",314740,70.44,-19.2732,-44.4044,
"Passabém","Minas Gerais",314750,67.78,-19.3509,-43.1383,
"Passa Quatro","Minas Gerais",314760,72.83,-22.3871,-44.9709,
"Passa Tempo","Minas Gerais",314770,71.99,-20.6539,-44.4926,
"Passa-Vinte","Minas Gerais",314780,72.71,-22.2097,-44.2344,
"Passos","Minas Gerais",314790,72.11,-20.7193,-46.609,
"Patis","Minas Gerais",314795,65.91,-16.0773,-44.0787,
"Patos de Minas","Minas Gerais",314800,73.94,-18.5699,-46.5013,
"Patrocínio","Minas Gerais",314810,74.37,-18.9379,-46.9934,
"Patrocínio do Muriaé","Minas Gerais",314820,72.02,-21.1544,-42.2125,
"Paula Cândido","Minas Gerais",314830,68.37,-20.8754,-42.9752,
"Paulistas","Minas Gerais",314840,71.38,-18.4276,-42.8628,
"Pavão","Minas Gerais",314850,69.76,-17.4267,-41.0035,
"Peçanha","Minas Gerais",314860,66.85,-18.5441,-42.5583,
"Pedra Azul","Minas Gerais",314870,67.75,-16.0086,-41.2909,
"Pedra Bonita","Minas Gerais",314875,67.89,-20.5219,-42.3304,
"Pedra do Anta","Minas Gerais",314880,68.4,-20.5968,-42.7123,
"Pedra do Indaiá","Minas Gerais",314890,73,-20.2563,-45.2107,
"Pedra Dourada","Minas Gerais",314900,68.4,-20.8266,-42.1515,
"Pedralva","Minas Gerais",314910,70.9,-22.2386,-45.4654,
"Pedras de Maria da Cruz","Minas Gerais",314915,67.11,-15.6032,-44.391,
"Pedrinópolis","Minas Gerais",314920,72.99,-19.2241,-47.4579,
"Pedro Leopoldo","Minas Gerais",314930,74,-19.6308,-44.0383,
"Pedro Teixeira","Minas Gerais",314940,66.09,-21.7076,-43.743,
"Pequeri","Minas Gerais",314950,71.58,-21.8341,-43.1145,
"Pequi","Minas Gerais",314960,72.15,-19.6284,-44.6604,
"Perdigão","Minas Gerais",314970,74.36,-19.9411,-45.078,
"Perdizes","Minas Gerais",314980,72.99,-19.3434,-47.2963,
"Perdões","Minas Gerais",314990,74.7,-21.0932,-45.0896,
"Periquito","Minas Gerais",314995,69.98,-19.1573,-42.2333,
"Pescador","Minas Gerais",315000,68.69,-18.357,-41.6006,
"Piau","Minas Gerais",315010,71.58,-21.5096,-43.313,
"Piedade de Caratinga","Minas Gerais",315015,66.37,-19.7593,-42.0756,
"Piedade de Ponte Nova","Minas Gerais",315020,68.19,-20.2438,-42.7379,
"Piedade do Rio Grande","Minas Gerais",315030,68.19,-21.469,-44.1938,
"Piedade dos Gerais","Minas Gerais",315040,69.2,-20.4715,-44.2243,
"Pimenta","Minas Gerais",315050,73,-20.4827,-45.8049,
"Pingo-d'Água","Minas Gerais",315053,68.41,-19.7287,-42.4095,
"Pintópolis","Minas Gerais",315057,67.88,-16.0572,-45.1402,
"Piracema","Minas Gerais",315060,69.2,-20.5089,-44.4783,
"Pirajuba","Minas Gerais",315070,73.35,-19.9092,-48.7027,
"Piranga","Minas Gerais",315080,67.42,-20.6834,-43.2967,
"Piranguçu","Minas Gerais",315090,70.86,-22.5249,-45.4945,
"Piranguinho","Minas Gerais",315100,70.86,-22.395,-45.5324,
"Pirapetinga","Minas Gerais",315110,71.1,-21.6554,-42.3434,
"Pirapora","Minas Gerais",315120,69.43,-17.3392,-44.934,
"Piraúba","Minas Gerais",315130,73.71,-21.2825,-43.0172,
"Pitangui","Minas Gerais",315140,75.21,-19.6741,-44.8964,
"Piumhi","Minas Gerais",315150,74.07,-20.4762,-45.9589,
"Planura","Minas Gerais",315160,72.83,-20.1376,-48.7,
"Poço Fundo","Minas Gerais",315170,72.88,-21.78,-45.9658,
"Poços de Caldas","Minas Gerais",315180,75.98,-21.78,-46.5692,
"Pocrane","Minas Gerais",315190,69.48,-19.6208,-41.6334,
"Pompéu","Minas Gerais",315200,69.61,-19.2257,-45.0141,
"Ponte Nova","Minas Gerais",315210,69.83,-20.4111,-42.8978,
"Ponto Chique","Minas Gerais",315213,67.04,-16.6282,-45.0588,
"Ponto dos Volantes","Minas Gerais",315217,65.7,-16.7473,-41.5025,
"Porteirinha","Minas Gerais",315220,66.87,-15.7404,-43.0281,
"Porto Firme","Minas Gerais",315230,70.02,-20.6642,-43.0834,
"Poté","Minas Gerais",315240,67.29,-17.8077,-41.786,
"Pouso Alegre","Minas Gerais",315250,73.2,-22.2266,-45.9389,
"Pouso Alto","Minas Gerais",315260,71.63,-22.1964,-44.9748,
"Prados","Minas Gerais",315270,71.08,-21.0597,-44.0778,
"Prata","Minas Gerais",315280,70.42,-19.3086,-48.9276,
"Pratápolis","Minas Gerais",315290,72.53,-20.7411,-46.8624,
"Pratinha","Minas Gerais",315300,74.61,-19.739,-46.3755,
"Presidente Bernardes","Minas Gerais",315310,71.13,-20.7656,-43.1895,
"Presidente Juscelino","Minas Gerais",315320,67.54,-18.6401,-44.06,
"Presidente Kubitschek","Minas Gerais",315330,66.23,-18.6193,-43.5628,
"Presidente Olegário","Minas Gerais",315340,69.11,-18.4096,-46.4165,
"Alto Jequitibá","Minas Gerais",315350,70.97,-20.4208,-41.967,
"Prudente de Morais","Minas Gerais",315360,70.97,-19.4742,-44.1591,
"Quartel Geral","Minas Gerais",315370,69.77,-19.2703,-45.5569,
"Queluzito","Minas Gerais",315380,70.64,-20.7416,-43.8851,
"Raposos","Minas Gerais",315390,70.07,-19.9636,-43.8079,
"Raul Soares","Minas Gerais",315400,69.83,-20.1061,-42.4502,
"Recreio","Minas Gerais",315410,71.13,-21.5289,-42.4676,
"Reduto","Minas Gerais",315415,69.68,-20.2401,-41.9848,
"Resende Costa","Minas Gerais",315420,69.14,-20.9171,-44.2407,
"Resplendor","Minas Gerais",315430,70,-19.3194,-41.2462,
"Ressaquinha","Minas Gerais",315440,70.5,-21.0642,-43.7598,
"Riachinho","Minas Gerais",315445,69.91,-16.2258,-45.9888,
"Riacho dos Machados","Minas Gerais",315450,67.89,-16.0091,-43.0488,
"Ribeirão das Neves","Minas Gerais",315460,71.38,-19.7621,-44.0844,
"Ribeirão Vermelho","Minas Gerais",315470,70.68,-21.1879,-45.0637,
"Rio Acima","Minas Gerais",315480,71.76,-20.0876,-43.7878,
"Rio Casca","Minas Gerais",315490,68.42,-20.2285,-42.6462,
"Rio Doce","Minas Gerais",315500,67.64,-20.2412,-42.8995,
"Rio do Prado","Minas Gerais",315510,67.64,-16.6056,-40.5714,
"Rio Espera","Minas Gerais",315520,68.4,-20.855,-43.4721,
"Rio Manso","Minas Gerais",315530,68.86,-20.2666,-44.3069,
"Rio Novo","Minas Gerais",315540,72.03,-21.4649,-43.1168,
"Rio Paranaíba","Minas Gerais",315550,71.49,-19.1861,-46.2455,
"Rio Pardo de Minas","Minas Gerais",315560,66.77,-15.616,-42.5405,
"Rio Piracicaba","Minas Gerais",315570,67.71,-19.9284,-43.1829,
"Rio Pomba","Minas Gerais",315580,73.4,-21.2712,-43.1696,
"Rio Preto","Minas Gerais",315590,71.58,-22.0861,-43.8293,
"Rio Vermelho","Minas Gerais",315600,66.82,-18.2922,-43.0018,
"Ritápolis","Minas Gerais",315610,67.75,-21.0276,-44.3204,
"Rochedo de Minas","Minas Gerais",315620,72.03,-21.6284,-43.0165,
"Rodeiro","Minas Gerais",315630,71.28,-21.2035,-42.8586,
"Romaria","Minas Gerais",315640,70.58,-18.8838,-47.5782,
"Rosário da Limeira","Minas Gerais",315645,70.73,-20.9812,-42.5112,
"Rubelita","Minas Gerais",315650,69.11,-16.4053,-42.261,
"Rubim","Minas Gerais",315660,67.64,-16.3775,-40.5397,
"Sabará","Minas Gerais",315670,70.69,-19.884,-43.8263,
"Sabinópolis","Minas Gerais",315680,69.66,-18.6653,-43.0752,
"Sacramento","Minas Gerais",315690,73.33,-19.8622,-47.4508,
"Salinas","Minas Gerais",315700,69.37,-16.1753,-42.2964,
"Salto da Divisa","Minas Gerais",315710,69.98,-16.0063,-39.9391,
"Santa Bárbara","Minas Gerais",315720,69.52,-19.9604,-43.4101,
"Santa Bárbara do Leste","Minas Gerais",315725,70.07,-19.9753,-42.1457,
"Santa Bárbara do Monte Verde","Minas Gerais",315727,70.55,-21.9592,-43.7027,
"Santa Bárbara do Tugúrio","Minas Gerais",315730,67.53,-21.2431,-43.5607,
"Santa Cruz de Minas","Minas Gerais",315733,71.31,-21.1241,-44.2202,
"Santa Cruz de Salinas","Minas Gerais",315737,64.15,-16.0967,-41.7418,
"Santa Cruz do Escalvado","Minas Gerais",315740,67.89,-20.2372,-42.8169,
"Santa Efigênia de Minas","Minas Gerais",315750,69.2,-18.8235,-42.4388,
"Santa Fé de Minas","Minas Gerais",315760,67.11,-16.6859,-45.4102,
"Santa Helena de Minas","Minas Gerais",315765,62.63,-16.9707,-40.6727,
"Santa Juliana","Minas Gerais",315770,72.99,-19.3108,-47.5322,
"Santa Luzia","Minas Gerais",315780,71.76,-19.7548,-43.8497,
"Santa Margarida","Minas Gerais",315790,66.32,-20.3839,-42.2519,
"Santa Maria de Itabira","Minas Gerais",315800,69.52,-19.4431,-43.1064,
"Santa Maria do Salto","Minas Gerais",315810,64.69,-16.2479,-40.1512,
"Santa Maria do Suaçuí","Minas Gerais",315820,68.41,-18.1896,-42.4139,
"Santana da Vargem","Minas Gerais",315830,70.47,-21.2449,-45.5005,
"Santana de Cataguases","Minas Gerais",315840,70.55,-21.2893,-42.5524,
"Santana de Pirapama","Minas Gerais",315850,69.2,-18.9962,-44.0409,
"Santana do Deserto","Minas Gerais",315860,71.46,-21.9512,-43.1583,
"Santana do Garambéu","Minas Gerais",315870,68.19,-21.5983,-44.105,
"Santana do Jacaré","Minas Gerais",315880,68.38,-20.9007,-45.1285,
"Santana do Manhuaçu","Minas Gerais",315890,67.53,-20.1031,-41.9278,
"Santana do Paraíso","Minas Gerais",315895,71.23,-19.3661,-42.5446,
"Santana do Riacho","Minas Gerais",315900,69.2,-19.1662,-43.722,
"Santana dos Montes","Minas Gerais",315910,67.58,-20.7868,-43.6949,
"Santa Rita de Caldas","Minas Gerais",315920,72.38,-22.0292,-46.3385,
"Santa Rita de Jacutinga","Minas Gerais",315930,70.84,-22.1474,-44.0977,
"Santa Rita de Minas","Minas Gerais",315935,67.42,-19.876,-42.1363,
"Santa Rita de Ibitipoca","Minas Gerais",315940,68.69,-21.5658,-43.9163,
"Santa Rita do Itueto","Minas Gerais",315950,70,-19.3576,-41.3821,
"Santa Rita do Sapucaí","Minas Gerais",315960,72.5,-22.2461,-45.7034,
"Santa Rosa da Serra","Minas Gerais",315970,72.37,-19.5186,-45.9611,
"Santa Vitória","Minas Gerais",315980,72.21,-18.8414,-50.1208,
"Santo Antônio do Amparo","Minas Gerais",315990,69.2,-20.943,-44.9176,
"Santo Antônio do Aventureiro","Minas Gerais",316000,70.55,-21.7606,-42.8115,
"Santo Antônio do Grama","Minas Gerais",316010,68.42,-20.3185,-42.6047,
"Santo Antônio do Itambé","Minas Gerais",316020,67.72,-18.4609,-43.3006,
"Santo Antônio do Jacinto","Minas Gerais",316030,65.81,-16.5332,-40.1817,
"Santo Antônio do Monte","Minas Gerais",316040,72.1,-20.085,-45.2947,
"Santo Antônio do Retiro","Minas Gerais",316045,65.91,-15.3393,-42.6171,
"Santo Antônio do Rio Abaixo","Minas Gerais",316050,68.4,-19.2374,-43.2604,
"Santo Hipólito","Minas Gerais",316060,68.87,-18.2968,-44.2229,
"Santos Dumont","Minas Gerais",316070,71.58,-21.4634,-43.5499,
"São Bento Abade","Minas Gerais",316080,68.42,-21.5839,-45.0699,
"São Brás do Suaçuí","Minas Gerais",316090,69.03,-20.6242,-43.9515,
"São Domingos das Dores","Minas Gerais",316095,70.44,-19.5246,-42.0106,
"São Domingos do Prata","Minas Gerais",316100,71.74,-19.8678,-42.971,
"São Félix de Minas","Minas Gerais",316105,67.9,-18.5959,-41.4889,
"São Francisco","Minas Gerais",316110,69.21,-15.9514,-44.8593,
"São Francisco de Paula","Minas Gerais",316120,69.2,-20.7036,-44.9838,
"São Francisco de Sales","Minas Gerais",316130,73.9,-19.8611,-49.7727,
"São Francisco do Glória","Minas Gerais",316140,69.2,-20.7923,-42.2673,
"São Geraldo","Minas Gerais",316150,71.17,-20.9252,-42.8364,
"São Geraldo da Piedade","Minas Gerais",316160,66.72,-18.8411,-42.2867,
"São Geraldo do Baixio","Minas Gerais",316165,69.38,-18.9097,-41.363,
"São Gonçalo do Abaeté","Minas Gerais",316170,70.66,-18.3315,-45.8265,
"São Gonçalo do Pará","Minas Gerais",316180,69.62,-19.9822,-44.8593,
"São Gonçalo do Rio Abaixo","Minas Gerais",316190,67.4,-19.8221,-43.366,
"São Gonçalo do Sapucaí","Minas Gerais",316200,72.12,-21.8932,-45.5893,
"São Gotardo","Minas Gerais",316210,72.5,-19.3087,-46.0465,
"São João Batista do Glória","Minas Gerais",316220,73.29,-20.635,-46.508,
"São João da Lagoa","Minas Gerais",316225,68.95,-16.8455,-44.3507,
"São João da Mata","Minas Gerais",316230,72.83,-21.928,-45.9297,
"São João da Ponte","Minas Gerais",316240,67.04,-15.9271,-44.0096,
"São João das Missões","Minas Gerais",316245,69.06,-14.8859,-44.0922,
"São João del Rei","Minas Gerais",316250,74.58,-21.1311,-44.2526,
"São João do Manhuaçu","Minas Gerais",316255,69.98,-20.3933,-42.1533,
"São João do Manteninha","Minas Gerais",316257,67.9,-18.723,-41.1628,
"São João do Oriente","Minas Gerais",316260,68.41,-19.3384,-42.1575,
"São João do Pacuí","Minas Gerais",316265,66.84,-16.5373,-44.5134,
"São João do Paraíso","Minas Gerais",316270,70.44,-15.3168,-42.0213,
"São João Evangelista","Minas Gerais",316280,67.78,-18.548,-42.7655,
"São João Nepomuceno","Minas Gerais",316290,70.6,-21.5381,-43.0069,
"São Joaquim de Bicas","Minas Gerais",316292,69.98,-20.048,-44.2749,
"São José da Barra","Minas Gerais",316294,74.04,-20.7178,-46.313,
"São José da Lapa","Minas Gerais",316295,70.06,-19.6971,-43.9586,
"São José da Safira","Minas Gerais",316300,65.57,-18.3243,-42.1431,
"São José da Varginha","Minas Gerais",316310,73.9,-19.7006,-44.556,
"São José do Alegre","Minas Gerais",316320,70.9,-22.3243,-45.5258,
"São José do Divino","Minas Gerais",316330,66.72,-18.4793,-41.3907,
"São José do Goiabal","Minas Gerais",316340,69.52,-19.9214,-42.7035,
"São José do Jacuri","Minas Gerais",316350,66.85,-18.281,-42.6729,
"São José do Mantimento","Minas Gerais",316360,68.42,-20.0058,-41.7486,
"São Lourenço","Minas Gerais",316370,75.17,-22.1166,-45.0506,
"São Miguel do Anta","Minas Gerais",316380,71.27,-20.7067,-42.7174,
"São Pedro da União","Minas Gerais",316390,71.85,-21.131,-46.6123,
"São Pedro dos Ferros","Minas Gerais",316400,66.35,-20.1732,-42.5251,
"São Pedro do Suaçuí","Minas Gerais",316410,66.85,-18.3609,-42.5981,
"São Romão","Minas Gerais",316420,65.91,-16.3641,-45.0749,
"São Roque de Minas","Minas Gerais",316430,72.33,-20.249,-46.3639,
"São Sebastião da Bela Vista","Minas Gerais",316440,70.86,-22.1583,-45.7546,
"São Sebastião da Vargem Alegre","Minas Gerais",316443,69.35,-19.7477,-43.3679,
"São Sebastião do Anta","Minas Gerais",316447,65.32,-19.5064,-41.985,
"São Sebastião do Maranhão","Minas Gerais",316450,67.89,-18.0873,-42.5659,
"São Sebastião do Oeste","Minas Gerais",316460,72.33,-20.2758,-45.0063,
"São Sebastião do Paraíso","Minas Gerais",316470,73.65,-20.9167,-46.9837,
"São Sebastião do Rio Preto","Minas Gerais",316480,67.78,-19.2959,-43.1757,
"São Sebastião do Rio Verde","Minas Gerais",316490,72.07,-22.2183,-44.9761,
"São Tiago","Minas Gerais",316500,68.9,-20.9075,-44.5098,
"São Tomás de Aquino","Minas Gerais",316510,72.25,-20.7791,-47.0962,
"São Thomé das Letras","Minas Gerais",316520,68.42,-21.7218,-44.9849,
"São Vicente de Minas","Minas Gerais",316530,73.24,-21.7042,-44.4431,
"Sapucaí-Mirim","Minas Gerais",316540,73.83,-22.7409,-45.738,
"Sardoá","Minas Gerais",316550,69.62,-18.7828,-42.3629,
"Sarzedo","Minas Gerais",316553,71.76,-20.0367,-44.1446,
"Setubinha","Minas Gerais",316555,63.52,-17.6002,-42.1587,
"Sem-Peixe","Minas Gerais",316556,69.2,-20.1008,-42.8483,
"Senador Amaral","Minas Gerais",316557,70.05,-22.5869,-46.1763,
"Senador Cortes","Minas Gerais",316560,71.58,-21.7986,-42.9424,
"Senador Firmino","Minas Gerais",316570,71.9,-20.9158,-43.0904,
"Senador José Bento","Minas Gerais",316580,72.02,-22.1633,-46.1792,
"Senador Modestino Gonçalves","Minas Gerais",316590,65.91,-17.9465,-43.2172,
"Senhora de Oliveira","Minas Gerais",316600,68.4,-20.7972,-43.3394,
"Senhora do Porto","Minas Gerais",316610,66.76,-18.8909,-43.0799,
"Senhora dos Remédios","Minas Gerais",316620,69.14,-21.0351,-43.5812,
"Sericita","Minas Gerais",316630,66.35,-20.4748,-42.4828,
"Seritinga","Minas Gerais",316640,70.64,-21.9134,-44.518,
"Serra Azul de Minas","Minas Gerais",316650,68.09,-18.3602,-43.1675,
"Serra da Saudade","Minas Gerais",316660,71.3,-19.4447,-45.795,
"Serra dos Aimorés","Minas Gerais",316670,67.64,-17.7872,-40.2453,
"Serra do Salitre","Minas Gerais",316680,70.58,-19.1083,-46.6961,
"Serrania","Minas Gerais",316690,71.41,-21.5441,-46.0417,
"Serranópolis de Minas","Minas Gerais",316695,68.01,-15.8176,-42.8732,
"Serranos","Minas Gerais",316700,68.52,-21.8857,-44.5125,
"Serro","Minas Gerais",316710,69.2,-18.5991,-43.3744,
"Sete Lagoas","Minas Gerais",316720,70.56,-19.4569,-44.2413,
"Silveirânia","Minas Gerais",316730,70.52,-21.1615,-43.2128,
"Silvianópolis","Minas Gerais",316740,70.9,-22.0274,-45.8385,
"Simão Pereira","Minas Gerais",316750,73.32,-21.964,-43.3088,
"Simonésia","Minas Gerais",316760,68.19,-20.1341,-42.0091,
"Sobrália","Minas Gerais",316770,68.68,-19.2345,-42.0998,
"Soledade de Minas","Minas Gerais",316780,73.83,-22.0554,-45.0464,
"Tabuleiro","Minas Gerais",316790,70.52,-21.3632,-43.2381,
"Taiobeiras","Minas Gerais",316800,71.95,-15.8106,-42.2259,
"Taparuba","Minas Gerais",316805,70,-19.7621,-41.608,
"Tapira","Minas Gerais",316810,73.33,-19.9166,-46.8264,
"Tapiraí","Minas Gerais",316820,72.33,-19.8936,-46.0221,
"Taquaraçu de Minas","Minas Gerais",316830,72.64,-19.6652,-43.6922,
"Tarumirim","Minas Gerais",316840,68.41,-19.2835,-42.0097,
"Teixeiras","Minas Gerais",316850,67.42,-20.6561,-42.8564,
"Teófilo Otoni","Minas Gerais",316860,69.76,-17.8595,-41.5087,
"Timóteo","Minas Gerais",316870,73.64,-19.5811,-42.6471,
"Tiradentes","Minas Gerais",316880,72.47,-21.1102,-44.1744,
"Tiros","Minas Gerais",316890,73.25,-19.0037,-45.9626,
"Tocantins","Minas Gerais",316900,71.9,-21.1774,-43.0127,
"Tocos do Moji","Minas Gerais",316905,70.67,-22.3698,-46.0971,
"Toledo","Minas Gerais",316910,70.67,-22.7421,-46.3728,
"Tombos","Minas Gerais",316920,71.83,-20.9086,-42.0228,
"Três Corações","Minas Gerais",316930,71,-21.6921,-45.2511,
"Três Marias","Minas Gerais",316935,73.86,-18.2048,-45.2473,
"Três Pontas","Minas Gerais",316940,72.22,-21.3694,-45.5109,
"Tumiritinga","Minas Gerais",316950,68.4,-18.9844,-41.6527,
"Tupaciguara","Minas Gerais",316960,73.92,-18.5866,-48.6985,
"Turmalina","Minas Gerais",316970,70.94,-17.2828,-42.7285,
"Turvolândia","Minas Gerais",316980,73.48,-21.8733,-45.7859,
"Ubá","Minas Gerais",316990,70.99,-21.1204,-42.9359,
"Ubaí","Minas Gerais",317000,66.84,-16.2885,-44.7783,
"Ubaporanga","Minas Gerais",317005,69.38,-19.6351,-42.1059,
"Uberaba","Minas Gerais",317010,73.93,-19.7472,-47.9381,
"Uberlândia","Minas Gerais",317020,73.11,-18.9141,-48.2749,
"Umburatiba","Minas Gerais",317030,67.64,-17.2548,-40.5779,
"Unaí","Minas Gerais",317040,74.75,-16.3592,-46.9022,
"União de Minas","Minas Gerais",317043,69.52,-19.5299,-50.338,
"Uruana de Minas","Minas Gerais",317047,69.66,-16.0634,-46.2443,
"Urucânia","Minas Gerais",317050,68.41,-20.3521,-42.737,
"Urucuia","Minas Gerais",317052,69.3,-16.1244,-45.7352,
"Vargem Alegre","Minas Gerais",317057,70.07,-19.5988,-42.2949,
"Vargem Bonita","Minas Gerais",317060,72.33,-20.3333,-46.3688,
"Vargem Grande do Rio Pardo","Minas Gerais",317065,67.89,-15.3987,-42.3085,
"Varginha","Minas Gerais",317070,74,-21.5556,-45.4364,
"Varjão de Minas","Minas Gerais",317075,70.06,-18.3741,-46.0313,
"Várzea da Palma","Minas Gerais",317080,68.82,-17.5944,-44.7226,
"Varzelândia","Minas Gerais",317090,66.84,-15.6992,-44.0278,
"Vazante","Minas Gerais",317100,70.66,-17.9827,-46.9088,
"Verdelândia","Minas Gerais",317103,66.84,-15.5845,-43.6121,
"Veredinha","Minas Gerais",317107,69.43,-17.3974,-42.7307,
"Veríssimo","Minas Gerais",317110,74.21,-19.6657,-48.3118,
"Vermelho Novo","Minas Gerais",317115,66.02,-20.0406,-42.2688,
"Vespasiano","Minas Gerais",317120,68.68,-19.6883,-43.9239,
"Viçosa","Minas Gerais",317130,72.11,-20.7559,-42.8742,
"Vieiras","Minas Gerais",317140,67.68,-20.867,-42.2401,
"Mathias Lobato","Minas Gerais",317150,69.38,-18.59,-41.9166,
"Virgem da Lapa","Minas Gerais",317160,67.64,-16.807,-42.3431,
"Virgínia","Minas Gerais",317170,70.71,-22.3264,-45.0965,
"Virginópolis","Minas Gerais",317180,68.68,-18.8154,-42.7015,
"Virgolândia","Minas Gerais",317190,66.72,-18.4738,-42.3067,
"Visconde do Rio Branco","Minas Gerais",317200,70.62,-21.0127,-42.8361,
"Volta Grande","Minas Gerais",317210,70.55,-21.7671,-42.5375,
"Wenceslau Braz","Minas Gerais",317220,69.57,-22.5368,-45.3626,
"AFONSO CLÁUDIO","Espírito Santo",320010,69.39,-20.0778,-41.1261,
"ÁGUIA BRANCA","Espírito Santo",320013,66.5,-18.9846,-40.7437,
"ÁGUA DOCE DO NORTE","Espírito Santo",320016,68.12,-18.5482,-40.9854,
"ALEGRE","Espírito Santo",320020,72.02,-20.758,-41.5382,
"ALFREDO CHAVES","Espírito Santo",320030,71.3,-20.6396,-40.7543,
"ALTO RIO NOVO","Espírito Santo",320035,68.12,-19.0618,-41.0209,
"ANCHIETA","Espírito Santo",320040,74.85,-20.7955,-40.6425,
"APIACÁ","Espírito Santo",320050,69.04,-21.1523,-41.5693,
"ARACRUZ","Espírito Santo",320060,69.17,-19.82,-40.2764,
"ATILIO VIVACQUA","Espírito Santo",320070,69.04,-20.913,-41.1986,
"BAIXO GUANDU","Espírito Santo",320080,69.04,-19.5213,-41.0109,
"BARRA DE SÃO FRANCISCO","Espírito Santo",320090,69.17,-18.7548,-40.8965,
"BOA ESPERANÇA","Espírito Santo",320100,68.63,-18.5395,-40.3025,
"BOM JESUS DO NORTE","Espírito Santo",320110,71.3,-21.1173,-41.6731,
"BREJETUBA","Espírito Santo",320115,69.05,-20.1395,-41.2954,
"CACHOEIRO DE ITAPEMIRIM","Espírito Santo",320120,69.17,-20.8462,-41.1198,
"CARIACICA","Espírito Santo",320130,70.72,-20.2632,-40.4165,
"CASTELO","Espírito Santo",320140,74.85,-20.6033,-41.2031,
"COLATINA","Espírito Santo",320150,70.72,-19.5493,-40.6269,
