"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"SEBASTIÃO LEAL","Piauí",221063,64.03,0.69,0,27.29,16.03,112.67,207.11,83.8200053252863,112.67,198.01,75.7433212035147,0.369,0.562,2.94
"SIGEFREDO PACHECO","Piauí",221065,65.89,1.33,1.33,11.5,7.86,98.62,205.6,108.47698235652,98.06,200.91,104.884764429941,0.356,0.581,3.47
"SIMÕES","Piauí",221070,73.19,7.51,3.38,11.3,6.55,142.86,264.46,85.1182976340473,132.29,261.23,97.4676846322474,0.371,0.575,5.3
"SIMPLÍCIO MENDES","Piauí",221080,65.91,10.68,2.87,25.7,11.57,252.29,368.01,45.867850489516,248.04,362.56,46.1699725850669,0.473,0.627,6.25
"SOCORRO DO PIAUÍ","Piauí",221090,74.61,0.78,0.78,29.91,11.57,117.88,203.45,72.5907702748558,103.73,195.08,88.0651691892413,0.344,0.561,4.43
"SUSSUAPARA","Piauí",221093,57.12,3.48,0,20.29,9.44,156.08,267.22,71.2070732957458,146.32,265.42,81.3969382176053,0.39,0.586,2.46
"TAMBORIL DO PIAUÍ","Piauí",221095,77.35,0,0,14.9,4.34,129.9,193.01,48.5835257890685,129.9,189.63,45.9815242494226,0.316,0.501,1.61
"TANQUE DO PIAUÍ","Piauí",221097,66.5,6.72,0,17.56,7.22,117.94,252.58,114.159742241818,115.27,250.37,117.203088401145,0.376,0.579,4.02
"TERESINA","Piauí",221100,52.48,17.35,8.91,43.42,22.22,502.11,759.39,51.2397681782876,498.4,757.57,52.0004012841092,0.62,0.751,14.06
"UNIÃO","Piauí",221110,74.34,1.65,0.19,10.97,2.97,129.17,241.46,86.9319501432221,126.81,232.7,83.5028783218989,0.397,0.577,3.1
"URUÇUÍ","Piauí",221120,71.52,7.43,2.42,18.8,8.8,180.98,386.66,113.647916896895,177.16,364.39,105.684127342515,0.432,0.631,5.97
"VALENÇA DO PIAUÍ","Piauí",221130,57.97,10.1,4.12,32.05,12.62,294,381.35,29.7108843537415,274.03,380.19,38.7402839105208,0.496,0.647,6.1
"VÁRZEA BRANCA","Piauí",221135,75.71,3.54,1.22,6.56,4.48,113.14,207.88,83.7369630546226,96.88,201.49,107.978943022296,0.318,0.553,4.08
"VÁRZEA GRANDE","Piauí",221140,65.63,5.83,3.08,15.28,9.51,175.87,257.32,46.3126172741229,170.67,251.64,47.4424327649851,0.421,0.571,4.52
"VERA MENDES","Piauí",221150,62.22,0,0,14.4,3.47,119.88,182.28,52.0520520520521,108.13,173.56,60.5104966244336,0.358,0.503,0.92
"VILA NOVA DO PIAUÍ","Piauí",221160,59.66,3.85,0.41,28.59,13,131.51,263.23,100.159683674245,129.37,259.38,100.494705109376,0.357,0.565,4.45
"WALL FERRAZ","Piauí",221170,63.92,1.02,0,10.28,2.14,121.39,196.74,62.0726583738364,121.39,195.12,60.7381168135761,0.282,0.544,1.82
"ABAIARA","Ceará",230010,74.25,2.8,1.02,12.41,6.06,159.31,231.16,45.1007469713138,143.75,229.74,59.8191304347826,0.452,0.628,2.78
"ACARAPE","Ceará",230015,73.04,5.71,1.29,6.83,3.89,168.31,261.49,55.3621294040758,163.3,259.03,58.6221677893447,0.49,0.606,3.22
"ACARAÚ","Ceará",230020,79.77,2.34,1.27,5.96,2.69,176.22,256.5,45.5566905005107,161.22,250.79,55.5576231236819,0.415,0.601,3.29
"ACOPIARA","Ceará",230030,67.67,4.11,1.09,13.48,6.13,219.57,270.94,23.3957280138452,177.7,266.65,50.0562746201463,0.412,0.595,2.52
"AIUABA","Ceará",230040,79.59,3.01,0.49,11.66,4.04,127.13,205.16,61.3781168882247,99.06,200.6,102.503533212195,0.365,0.569,3.01
"ALCÂNTARAS","Ceará",230050,84.54,3.58,0.84,13.22,5.12,140.95,247.43,75.5445193330969,136.44,243.73,78.635297566696,0.422,0.6,3.49
"ALTANEIRA","Ceará",230060,74.13,0,0,11.82,6.41,204.01,244.25,19.724523307681,169.23,240.97,42.3920108727767,0.417,0.602,3.54
"ALTO SANTO","Ceará",230070,69.28,1.17,0.25,11.84,5.02,204.66,270.28,32.0629336460471,186.45,265.07,42.1668007508716,0.438,0.601,2.24
"AMONTADA","Ceará",230075,91.23,5.08,1.9,11.82,4.08,171.17,190.34,11.1993924168955,124.16,182.47,46.9635953608247,0.423,0.606,4.04
"ANTONINA DO NORTE","Ceará",230080,80.66,3.74,0,20.86,7.94,168.96,246.75,46.0404829545455,158.85,244.83,54.1265344664778,0.431,0.599,3
"APUIARÉS","Ceará",230090,79.12,3.74,1.5,12.14,3.91,129.54,227.88,75.9147753589625,121.31,224.63,85.1702250432776,0.431,0.618,4.21
"AQUIRAZ","Ceará",230100,66.91,4.83,1.91,8.74,4.63,246.18,356.06,44.6340076366886,242.56,352.6,45.3660949868074,0.499,0.641,4.09
"ARACATI","Ceará",230110,63.7,9.19,3.71,14.56,6.77,226.5,352.16,55.4790286975718,216.08,349.26,61.6345797852647,0.523,0.655,5.38
"ARACOIABA","Ceará",230120,73.96,3.78,0.46,6.32,3.3,148.71,251.39,69.0471387263802,141.98,245.24,72.7285533173687,0.451,0.615,3.78
"ARARENDÁ","Ceará",230125,74.42,0.27,0,7.05,3.69,163.28,208.65,27.7866242038217,137.05,205.43,49.8941991973732,0.437,0.59,2.69
"ARARIPE","Ceará",230130,82.21,4.74,3.13,10.66,6.29,162.33,197.75,21.8197498921949,129.41,197.14,52.3375318754347,0.371,0.564,2.96
"ARATUBA","Ceará",230140,82.16,2.03,0.39,9.88,4.87,135.3,220.27,62.8011825572801,126.67,215.94,70.4744611983895,0.453,0.622,4.05
"ARNEIROZ","Ceará",230150,75.14,6.63,3.66,15.18,7.26,125.58,272.16,116.722408026756,110.01,269.77,145.22316153077,0.419,0.618,3.22
"ASSARÉ","Ceará",230160,77.8,2.81,1.22,12.48,6.42,136.09,289.33,112.601954588875,127.68,282.6,121.334586466165,0.37,0.6,3.79
"AURORA","Ceará",230170,69.69,5.14,2.08,13.7,9.95,137.97,256.89,86.1926505762122,136.33,255.78,87.61827917553,0.435,0.605,3.81
"BAIXIO","Ceará",230180,62.8,2.91,0,12.78,6.16,132.56,266.65,101.154194327097,131.46,265.94,102.297276738171,0.452,0.627,3.79
"BANABUIÚ","Ceará",230185,81.29,3.59,0.53,14.42,6.37,186.08,236.49,27.0904987102322,166.55,229.99,38.0906634644251,0.456,0.606,3.52
"BARBALHA","Ceará",230190,67.87,5.36,1.98,26.98,15.49,238.5,363.89,52.5744234800839,233.87,362.9,55.1716765724548,0.517,0.683,6.92
"BARREIRA","Ceará",230195,72.03,5.94,1.66,8.8,3.11,162.2,250.07,54.173859432799,147.18,246.69,67.6110884631064,0.463,0.616,3.5
"BARRO","Ceará",230200,70.87,3.76,0.56,12.47,6.93,171.34,258.47,50.8521069219097,166.99,254.44,52.3684052937302,0.442,0.599,4.33
"BARROQUINHA","Ceará",230205,80.04,4.87,1.45,11.8,5.34,117.73,196.56,66.9582944024463,117.28,192.96,64.5293315143247,0.356,0.571,3.22
"BATURITÉ","Ceará",230210,71.47,4.95,0,8.12,3.29,218.7,288.48,31.9067215363512,210.55,284.88,35.3027784374258,0.488,0.619,4.06
"BEBERIBE","Ceará",230220,68.15,2.53,1.41,14.04,5.4,179.4,310.99,73.3500557413601,159.43,304.61,91.0619080474189,0.455,0.638,3.56
"BELA CRUZ","Ceará",230230,78.85,3.27,1.09,11.63,6.28,132.09,223.99,69.5737754561284,124.25,221.07,77.9235412474849,0.406,0.623,3.61
"BOA VIAGEM","Ceará",230240,79.13,4.16,0.93,10.13,4.73,179.94,254.4,41.3804601533845,162.68,250.47,53.9648389476272,0.419,0.598,2.65
"BREJO SANTO","Ceará",230250,68.28,9.25,4.22,19.34,10.18,240.25,338.11,40.732570239334,226.92,325.64,43.5043187026265,0.503,0.647,6.43
"CAMOCIM","Ceará",230260,74.78,6.01,2.86,11.46,4.5,204.85,272.41,32.9802294361728,196.83,269,36.6661586140324,0.462,0.62,3.32
"CAMPOS SALES","Ceará",230270,77.1,8.19,2.04,22.39,10.39,253.77,306.08,20.6131536430626,245.47,303.68,23.7136921008677,0.471,0.63,4.81
"CANINDÉ","Ceará",230280,78.45,3.12,1.28,9.08,3.75,174.2,285.21,63.7256027554535,153.77,278.9,81.3747805163556,0.448,0.612,4.18
"CAPISTRANO","Ceará",230290,79.16,4.25,0.66,10.64,5.25,145.6,219.58,50.8104395604396,117.36,211.95,80.5981595092024,0.457,0.611,3.54
"CARIDADE","Ceará",230300,78.86,3.04,2.27,9.61,4,143.43,218.59,52.4018685072858,132.82,213.18,60.5029363047734,0.421,0.592,2.06
"CARIRÉ","Ceará",230310,79.76,3.51,0.59,12.15,4.85,140.19,229.09,63.4139382266923,133.29,225.75,69.3675444519469,0.416,0.596,3.03
"CARIRIAÇU","Ceará",230320,78.93,3.99,1.43,9.92,6.2,126.65,245.16,93.5728385313857,122.43,243.1,98.5624438454627,0.392,0.578,3.79
"CARIÚS","Ceará",230330,70.12,3.52,1.58,8.63,3.91,170.74,243.54,42.6379290148764,130.21,239.39,83.8491667306658,0.438,0.597,1.94
"CARNAUBAL","Ceará",230340,83.58,4.68,3.64,9.3,4.32,165.92,227.16,36.9093539054966,151.19,224.37,48.4026721344004,0.419,0.593,3.34
"CASCAVEL","Ceará",230350,65.29,4.86,1.77,13.92,6.12,245.78,311.59,26.7759785173733,228.76,309.14,35.1372617590488,0.493,0.646,3.34
"CATARINA","Ceará",230360,67.44,1.01,0.48,6.05,3.63,129.55,248.74,92.003087610961,106.26,246.38,131.865236213062,0.412,0.618,2.83
"CATUNDA","Ceará",230365,79.54,6.5,2.71,9.07,4.06,119.13,228.83,92.0842776798456,107.87,225.43,108.983035134885,0.427,0.609,3.88
"CAUCAIA","Ceará",230370,65.52,5.16,1.43,15.25,6.63,268.44,381.99,42.2999552972731,260.56,379.63,45.697727970525,0.555,0.682,4.33
"CEDRO","Ceará",230380,67.64,4.54,0.98,17.84,7.61,198.19,322.2,62.5712699934406,189,317.69,68.0899470899471,0.473,0.627,4.21
"CHAVAL","Ceará",230390,76.17,1.95,0.31,15.88,9,140.05,211.28,50.8604069975009,136.43,208.7,52.9722201861761,0.398,0.586,3.58
"CHORÓ","Ceará",230393,88.58,0,0,17.29,8.26,128.12,176.09,37.4414611301904,102.17,171.62,67.9749437212489,0.38,0.585,2.87
"CHOROZINHO","Ceará",230395,69.55,3.47,0.37,13.73,5.87,162.08,282.96,74.5804540967423,162.08,277.4,71.1500493583415,0.437,0.604,2.77
"COREAÚ","Ceará",230400,79.12,2.93,2.23,16.89,10.79,127.43,212.21,66.5306442752884,126.82,210.65,66.1015612679388,0.406,0.61,3.91
"CRATEÚS","Ceará",230410,64.99,5.46,2.31,15.65,6.08,242.09,380.13,57.0201164856045,239.4,373.18,55.8813700918964,0.503,0.644,5.61
"CRATO","Ceará",230420,63.11,11.22,6.93,34.68,19.32,344.41,472.46,37.1795244040533,333.37,470.46,41.122476527582,0.577,0.713,10.83
"CROATÁ","Ceará",230423,86.47,0,0,11.18,3.36,111.78,180.87,61.808910359635,105.62,176.12,66.7487218329862,0.372,0.59,1.35
"CRUZ","Ceará",230425,75.59,3.27,2.26,16.92,8.71,152.03,286.65,88.5483128329935,143.41,282.51,96.9946307788857,0.435,0.632,3.38
"DEPUTADO IRAPUAN PINHEIRO","Ceará",230426,65.29,2.16,0,15.95,6.78,171.21,236.62,38.2045441270954,170.34,233.15,36.8733121991311,0.449,0.609,1.24
"ERERÊ","Ceará",230427,68.05,4.16,0.98,10.61,3.28,172.1,247.42,43.7652527600232,160.16,246.27,53.764985014985,0.433,0.61,3.79
"EUSÉBIO","Ceará",230428,68.28,1.77,0,12.24,5.09,243.64,625.79,156.850270891479,221.43,623.01,181.357539628777,0.507,0.701,6.25
"FARIAS BRITO","Ceará",230430,73.34,3.18,1.1,17.79,9.18,146.86,239.73,63.2370965545417,142.4,231.88,62.8370786516854,0.447,0.633,3.94
"FORQUILHA","Ceará",230435,74.03,4.63,1.38,12.77,4.45,197.74,303.67,53.5703448973399,187.02,300.9,60.8918832210459,0.464,0.644,3.53
"FORTALEZA","Ceará",230440,52.57,20.1,10.2,34.4,16.28,614.85,847.35,37.814101000244,610.48,846.36,38.6384484340191,0.652,0.754,13.73
"FORTIM","Ceará",230445,68.14,5.21,1.71,9.83,3.54,219.98,267.62,21.6565142285662,207.52,264.14,27.2841171935235,0.48,0.624,3.51
"FRECHEIRINHA","Ceará",230450,80.75,7.26,3.85,13.42,8.07,160.25,250.67,56.4243369734789,140.62,246.03,74.9608874982222,0.45,0.604,5.68
"GENERAL SAMPAIO","Ceará",230460,84.32,2.84,1.42,4.58,2.81,121.26,245.95,102.828632690087,109.76,242.1,120.572157434402,0.392,0.568,3.54
"GRAÇA","Ceará",230465,87.39,3.43,0.85,16.81,7.04,107.98,198.35,83.6914243378403,102.39,195.67,91.102646742846,0.381,0.57,3.73
"GRANJA","Ceará",230470,84.26,1.61,0.92,9.93,5.57,111.74,185.68,66.1714694827278,107.83,173.99,61.3558378929797,0.371,0.559,3.99
"GRANJEIRO","Ceará",230480,77.51,0.62,0,10.36,5.68,138.74,225.58,62.5918985152083,95.12,221.14,132.485281749369,0.372,0.585,1.99
"GROAÍRAS","Ceará",230490,75.45,6.98,4.73,16.18,10.02,172.48,305.8,77.295918367347,161.29,304.64,88.8771777543555,0.451,0.633,4
"GUAIÚBA","Ceará",230495,73.48,3.28,1.09,3.77,0.97,145.63,242.95,66.8268900638605,141.07,239.69,69.9085560360105,0.454,0.617,3.07
"GUARACIABA DO NORTE","Ceará",230500,82.63,2.4,1.09,13.63,5.88,156.56,250.7,60.13030148186,153.29,247.55,61.4912910170266,0.43,0.609,2.9
"GUARAMIRANGA","Ceará",230510,79.15,6.94,0.29,11.8,5.02,165.53,288.88,74.5182142209871,165.53,287.35,73.5939104694013,0.5,0.637,4.38
"HIDROLÂNDIA","Ceará",230520,76.89,9.49,2.23,17.09,8.42,165.86,244.64,47.497889786567,142.59,243.41,70.7062206325829,0.424,0.597,3.17
"HORIZONTE","Ceará",230523,67.86,0.53,0,7.18,3.12,257.36,325.83,26.6047559838359,248.14,322.78,30.0797936648666,0.493,0.658,3.03
"IBARETAMA","Ceará",230526,82.44,0.79,0.35,10.78,4.16,132.97,207.07,55.7268556817327,123.43,199.63,61.7353965810581,0.406,0.577,1.83
"IBIAPINA","Ceará",230530,83.51,6.3,0.72,13.06,5.59,164.41,264.04,60.5985037406484,156.43,258.57,65.294380873234,0.451,0.608,4.12
"IBICUITINGA","Ceará",230533,68.81,3.7,2.47,9.94,4.66,153.08,200.89,31.2320355369741,128.09,196.54,53.4389882114138,0.451,0.606,3.03
"ICAPUÍ","Ceará",230535,59.98,7.37,3.18,18.06,8.52,178.8,282.17,57.8131991051454,177.85,280.79,57.8802361540624,0.478,0.616,3.28
"ICÓ","Ceará",230540,68.74,3.65,1.22,12.31,6.09,196.96,280.51,42.4197806661251,172.34,274.01,58.9938493675293,0.445,0.606,3.68
"IGUATU","Ceará",230550,57.68,9.73,2.8,17.35,8.6,302.69,436.8,44.3060557005517,295.46,434.67,47.1163609287213,0.546,0.677,4.92
"INDEPENDÊNCIA","Ceará",230560,68.37,6.37,2.56,9.77,3.27,198.99,266.79,34.0720639228102,194.02,262.34,35.2128646531285,0.495,0.632,2.68
"IPAPORANGA","Ceará",230565,77.51,0.91,0.91,11.08,2.68,110.2,185.49,68.3212341197822,104.36,182.11,74.5017247987735,0.409,0.579,2.15
"IPAUMIRIM","Ceará",230570,66.94,4.62,2.35,17.69,8.07,184.29,382.8,107.71609962559,163.68,380.61,132.532991202346,0.444,0.606,4.45
"IPU","Ceará",230580,77.51,7.25,3.61,11.99,6.95,189.81,303.51,59.9020072704283,189.21,301.38,59.2833359758998,0.473,0.618,4.94
"IPUEIRAS","Ceará",230590,83.46,4.27,1.4,10.11,3.18,139.2,225.71,62.1479885057472,131.9,222.22,68.4761182714177,0.401,0.573,2.63
"IRACEMA","Ceará",230600,68.14,5.26,1.22,15.54,6.6,249.85,330.26,32.1833099859916,222.57,328.61,47.6434380194995,0.499,0.652,4.17
"IRAUÇUBA","Ceará",230610,85.9,2.67,1.91,8.13,2.99,138.5,224.94,62.4115523465704,122.79,211.75,72.4488964899422,0.428,0.605,3.15
"ITAIÇABA","Ceará",230620,69.08,8.23,3.97,27.18,14.89,153.61,297.77,93.8480567671375,148.11,296.81,100.398352575788,0.496,0.656,4.81
"ITAITINGA","Ceará",230625,69.64,3.17,1.56,5.35,3.02,198.96,301.51,51.5430237233615,193.25,300.15,55.3169469598965,0.475,0.626,1.81
"ITAPAGÉ","Ceará",230630,72.36,3.98,1.82,10.29,5.3,191.67,267.34,39.4793134032452,181.44,263.18,45.0507054673721,0.459,0.623,3.53
"ITAPIPOCA","Ceará",230640,78.54,6.39,1.79,16.83,7.35,189.62,269.22,41.9786942305664,164.71,264.08,60.3302774573493,0.477,0.64,4.41
"ITAPIÚNA","Ceará",230650,80,3.31,0.51,13.61,5.28,176.2,213.79,21.3337116912599,138.55,209.53,51.230602670516,0.479,0.604,2.75
"ITAREMA","Ceará",230655,86.3,3.43,1.56,9.45,2.55,138.83,219.75,58.2871137362242,123.88,214.89,73.4662576687117,0.389,0.606,2.38
"ITATIRA","Ceará",230660,92.91,0.45,0,11.28,3.32,140.51,201.85,43.6552558536759,105.8,196.02,85.2741020793951,0.362,0.562,2.36
"JAGUARETAMA","Ceará",230670,76.15,4.31,0.64,7.52,3.51,185.01,251.01,35.6737473650073,171.37,247.85,44.6285814319893,0.445,0.612,2.51
"JAGUARIBARA","Ceará",230680,66.06,8.75,3.88,16.13,6.6,173.12,288.3,66.5318853974122,167.59,287.08,71.2990035204964,0.468,0.618,3.93
"JAGUARIBE","Ceará",230690,67.67,1.81,0.77,11.28,5.37,240.86,298.56,23.955824960558,234.76,294.97,25.6474697563469,0.518,0.621,4.54
"JAGUARUANA","Ceará",230700,67.88,5.57,0.55,14.53,6.34,183.61,282.13,53.6572082130603,169.12,274.9,62.5473036896878,0.498,0.624,2.55
"JARDIM","Ceará",230710,73.58,3.24,1.85,11.32,4.75,155.25,247.89,59.6714975845411,134.08,241.09,79.8105608591885,0.439,0.614,4.26
"JATI","Ceará",230720,67.74,7.47,1.57,15.79,6.95,176.56,265.8,50.5437245129135,173.06,264.55,52.8660580145614,0.474,0.651,5.29
"JIJOCA DE JERICOACOARA","Ceará",230725,78.28,3.11,1.63,9.23,4.17,200.99,369.36,83.7703368326782,187.01,365.46,95.4227046681996,0.422,0.652,5.96
"JUAZEIRO DO NORTE","Ceará",230730,66.57,7.8,4.2,27.05,13.88,294.96,440.64,49.3897477624085,291.71,439.53,50.6736142058894,0.544,0.694,7.44
"JUCÁS","Ceará",230740,76.03,1.97,0.41,6.06,2.53,147.26,235.01,59.5884829553171,129.98,232.22,78.6582551161717,0.441,0.598,2.4
"LAVRAS DA MANGABEIRA","Ceará",230750,71.79,6,1.27,18.4,10.78,161.08,292.74,81.735783461634,139.76,288.15,106.174871207785,0.46,0.613,4.65
"LIMOEIRO DO NORTE","Ceará",230760,58.64,9.67,5.18,23.45,10.34,270.25,412.41,52.6031452358927,261.01,410.03,57.0935979464388,0.561,0.682,5.91
"MADALENA","Ceará",230763,80.45,3.62,1.06,14.01,6.88,158.49,232.55,46.7285002208341,147.2,225.22,53.0027173913044,0.443,0.61,2.55
"MARACANAÚ","Ceará",230765,62.54,3.64,1.28,10.98,4.67,264.88,373.27,40.9204167925098,261.47,372.91,42.6205683252381,0.575,0.686,2.92
"MARANGUAPE","Ceará",230770,69.36,6.28,1.99,8.12,3.37,220.8,311.81,41.2182971014493,211.51,307.81,45.5297621861851,0.524,0.659,3.05
"MARCO","Ceará",230780,86.75,3.4,0.4,8.35,3.69,165.93,269.93,62.6770324835774,156.45,266.87,70.5784595717482,0.446,0.612,3.27
"MARTINÓPOLE","Ceará",230790,84.41,3.11,0.53,26.46,13.28,123.27,239.5,94.2889591952624,112.14,232.17,107.035848047084,0.407,0.599,5.48
"MASSAPÊ","Ceará",230800,83.55,4.94,3.34,12.9,7.1,144.95,235.69,62.6008968609866,136.36,231.47,69.7491933118216,0.423,0.616,3.51
"MAURITI","Ceará",230810,76.49,4.52,1.54,12.16,5.48,182.57,239.63,31.2537656789177,173.73,236.11,35.9062913716687,0.445,0.605,4
"MERUOCA","Ceará",230820,80.87,5.29,2.48,13.57,5.04,162.95,262.87,61.3194231359313,156.15,258.78,65.7252641690682,0.44,0.618,2.95
"MILAGRES","Ceará",230830,69.01,2.64,1.51,10.23,7.24,168.26,263.5,56.6028765006538,150.9,261.96,73.5984095427435,0.45,0.628,4.15
"MILHÃ","Ceará",230835,67.5,4.48,1.53,16.23,6.77,165.73,268.71,62.1372111265311,157.76,260.95,65.4094827586207,0.466,0.626,2.8
"MIRAÍMA","Ceará",230837,87.19,3.66,1.34,8.58,2.59,130.47,195.37,49.7432359929486,95.07,191.56,101.493636268013,0.394,0.592,3.46
"MISSÃO VELHA","Ceará",230840,73.43,6.8,3.22,11.96,5.67,204.03,295.8,44.9786796059403,190.28,293.16,54.067689720412,0.444,0.622,4.15
"MOMBAÇA","Ceará",230850,74.74,1.87,1.06,6.26,4.22,197.66,246.75,24.8355762420318,148.47,243.85,64.2419343975214,0.399,0.582,2.66
"MONSENHOR TABOSA","Ceará",230860,78.19,1.94,0.19,11.98,4.42,132.78,240.86,81.3978008736256,118.01,237.18,100.982967545123,0.437,0.61,4.19
"MORADA NOVA","Ceará",230870,67.7,3.93,1.76,14.79,8.2,219.17,280.3,27.8915910024182,214.12,276.36,29.0678124416215,0.485,0.61,4.62
"MORAÚJO","Ceará",230880,76.95,2.62,0.46,7.06,3.72,109.31,176.16,61.1563443417803,104.84,174.55,66.4917970240366,0.386,0.581,4.55
"MORRINHOS","Ceará",230890,86.69,4.56,1.93,13.68,7.65,150.73,213.43,41.5975585483978,133.07,208.9,56.985045464793,0.415,0.588,3.67
"MUCAMBO","Ceará",230900,81.29,6.6,1.93,14.48,7.59,153.91,273.45,77.6687674615035,153.91,269.65,75.1997920862842,0.458,0.607,4.34
"MULUNGU","Ceará",230910,76.14,4.52,0,6.78,1.95,190.87,252.08,32.0689474511448,179.49,246.35,37.2499860716474,0.48,0.607,3.11
"NOVA OLINDA","Ceará",230920,75.82,6.51,3.03,17.7,8.49,225.67,279.82,23.9952142508973,198.86,272.1,36.8299306044453,0.451,0.625,5.2
"NOVA RUSSAS","Ceará",230930,73.66,11.25,5.49,13.47,6.37,208.96,307.49,47.1525650842266,202.62,304.52,50.2911854703386,0.459,0.614,4.95
"NOVO ORIENTE","Ceará",230940,74.22,1.93,1.25,6.97,3.35,170.45,256.22,50.319741859783,153.42,247.79,61.5108851518707,0.422,0.605,2
"OCARA","Ceará",230945,75.22,1.85,1.37,11.08,5.92,132.53,216.06,63.0272391156719,111.36,208.77,87.4730603448276,0.434,0.594,2.51
"ORÓS","Ceará",230950,59.92,2.39,0.68,9.13,6.87,162.06,300.1,85.1783290139455,154.32,298.84,93.6495593571799,0.465,0.636,2.59
"PACAJUS","Ceará",230960,66.2,3.82,2,8.53,4.42,219.25,357.19,62.9144811858609,208.74,354.78,69.9626329405001,0.508,0.659,3.58
"PACATUBA","Ceará",230970,67.24,2.93,0.68,7.58,3.09,207.62,345.57,66.4435025527406,203.31,344.63,69.5096158575574,0.533,0.675,2.71
"PACOTI","Ceará",230980,79.06,4.9,1.2,14.97,7.3,162.36,281.64,73.4663710273466,158.45,279.49,76.3900284001262,0.484,0.635,5.48
"PACUJÁ","Ceará",230990,80.72,8.05,5.64,26.35,13.9,264.22,264.69,0.177882067973647,243.05,264.03,8.63196873071383,0.486,0.621,4.83
"PALHANO","Ceará",231000,66.86,6.43,2.89,21.42,10.13,144.53,283.26,95.9869923199336,124.8,281.69,125.713141025641,0.492,0.638,3.83
"PALMÁCIA","Ceará",231010,76.96,8.55,2.2,8.98,4.65,156.23,323.32,106.95128976509,139.04,315.23,126.718929804373,0.497,0.622,4.06
"PARACURU","Ceará",231020,70.55,1.91,0.28,6.89,2.17,185.4,331.15,78.61380798274,160.46,328.2,104.536956250779,0.457,0.637,5.37
"PARAIPABA","Ceará",231025,71.08,2.73,1.02,5.73,2.63,175.65,285.77,62.6928551095929,168.12,283.79,68.8020461575066,0.495,0.634,2.88
"PARAMBU","Ceará",231030,78.32,1.71,1.08,6.42,2.98,133.91,216.39,61.593607646927,133.14,211.05,58.5173501577287,0.387,0.57,1.65
"PARAMOTI","Ceará",231040,84.09,0.4,0.4,9.5,3.91,145.39,200.51,37.9118233716212,111.72,196.63,76.0025062656642,0.405,0.583,2.7
"PEDRA BRANCA","Ceará",231050,77.75,3.45,0.75,6.85,2.96,185.73,236.65,27.416141711086,163.51,231.56,41.6182496483396,0.42,0.603,2.94
"PENAFORTE","Ceará",231060,72.42,7.36,1.77,23.54,9.73,189.91,272.92,43.7101785056079,189.06,271.18,43.4359462604464,0.53,0.646,8.04
"PENTECOSTE","Ceará",231070,73.64,7.09,2.02,10.51,2.14,176.71,271.4,53.5849697244072,169.1,264.95,56.682436428149,0.467,0.629,3.59
"PEREIRO","Ceará",231080,77.26,5.01,1.37,12.78,3.86,173.49,211.38,21.8398754971468,138.16,209.49,51.6285466126231,0.445,0.601,3.07
"PINDORETAMA","Ceará",231085,64.28,4.36,1.8,13.27,4.53,209.98,300.9,43.2993618439851,205.36,296.99,44.6192052980132,0.493,0.636,2.72
"PIQUET CARNEIRO","Ceará",231090,64.94,5.42,2.15,8.56,3.96,188.34,222.12,17.9356482956356,141.99,217.02,52.8417494189732,0.427,0.6,1.62
"PIRES FERREIRA","Ceará",231095,81.77,3.33,0.53,17.18,8.19,128.82,193.93,50.5433938829375,128.37,191.39,49.0924670873257,0.393,0.591,3.56
"PORANGA","Ceará",231100,77,1.87,1.21,17.16,8.46,154.25,215.93,39.9870340356564,123.9,212.87,71.8079096045198,0.401,0.581,4.17
"PORTEIRAS","Ceará",231110,72.56,8.27,2.45,16.47,8.39,168.35,220.89,31.2087912087912,167.91,218.44,30.0935024715621,0.477,0.622,4.21
"POTENGI","Ceará",231120,75.02,3.81,2.09,20.61,6.3,166.87,218.76,31.0960628033799,153.86,215.12,39.8154166125049,0.396,0.562,3.83
"POTIRETAMA","Ceará",231123,69.15,0,0,21.19,7.21,163.37,241.43,47.7811103629797,136.46,236.09,73.0104059797743,0.425,0.604,3.71
"QUITERIANÓPOLIS","Ceará",231126,72.56,0.33,0.33,14.08,6.74,141.41,212.94,50.5834099427197,141.41,208.58,47.5001767908917,0.405,0.594,3.09
"QUIXADÁ","Ceará",231130,71.5,6.15,2.54,18.91,9.79,215.85,322.04,49.1962010655548,200.88,317.66,58.1342094782955,0.524,0.659,4.59
"QUIXELÔ","Ceará",231135,65.42,0.25,0,5.43,2.79,157.04,245.44,56.2913907284768,130.9,242.27,85.0802139037433,0.367,0.591,2
"QUIXERAMOBIM","Ceará",231140,73.14,2.69,1.2,18.25,9.69,193.72,320.75,65.574024365063,170.44,317.45,86.2532269420324,0.482,0.642,3.75
"QUIXERÉ","Ceará",231150,68.71,5.72,1.66,10,4.56,166.15,263.41,58.5374661450497,162.84,260.79,60.1510685335299,0.475,0.622,2.83
"REDENÇÃO","Ceará",231160,71.92,6.69,1.51,7.19,4,159.39,277.77,74.2706568793525,149.24,273.08,82.9804341999464,0.478,0.626,2.71
