"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"PASSAGEM","Paraíba",251070,48.51,4.97,0.62,32.67,171.89,270.29,57.2459130839491,0.446,65.88,7.14
"PATOS","Paraíba",251080,57.43,19.9,0.701,38.21,324.87,508.52,56.5303044294641,0.557,59.09,8.82
"PAULISTA","Paraíba",251090,56.46,9.71,0.587,15.58,189.32,308.48,62.9410521867737,0.415,61.06,1.68
"PEDRA BRANCA","Paraíba",251100,42,11.86,0.599,43.37,119.55,219.29,83.4295273943956,0.426,69.2,15.16
"PEDRA LAVRADA","Paraíba",251110,57.66,17.55,0.574,30.86,139.78,267.79,91.5796251251968,0.402,65.67,3.45
"PEDRAS DE FOGO","Paraíba",251120,67.41,20.74,0.59,29.86,157.42,273.39,73.6691652903062,0.401,70.61,5.41
"PIANCÓ","Paraíba",251130,67.66,23.2,0.621,48.33,202.44,321.21,58.6692353289864,0.475,59.55,10.47
"PICUÍ","Paraíba",251140,66.49,21.68,0.608,30.35,183.89,326.53,77.5681113709283,0.433,72.03,7.92
"PILAR","Paraíba",251150,65.59,13.46,0.579,32.44,176.31,236.08,33.9005161363508,0.4,69.68,2.36
"PILÕES","Paraíba",251160,64.49,10.59,0.56,26.88,126.26,259,105.132266751148,0.354,79.02,6.82
"PILÕEZINHOS","Paraíba",251170,66.87,17.42,0.564,56.07,138.62,218.98,57.971432693695,0.405,78.56,4.95
"PIRPIRITUBA","Paraíba",251180,73.02,14.01,0.595,53.9,191.83,270.98,41.2604910597925,0.46,75.62,10.54
"PITIMBU","Paraíba",251190,43.84,18.13,0.57,28.5,255.05,227.76,-10.6998627720055,0.429,66.97,8.87
"POCINHOS","Paraíba",251200,70.92,13.59,0.591,31.79,149.25,253.75,70.0167504187605,0.426,68.9,4.5
"POÇO DANTAS","Paraíba",251203,55.53,16.82,0.525,15.15,127.02,186.82,47.0792001259644,0.327,78.05,0
"POÇO DE JOSÉ DE MOURA","Paraíba",251207,28.88,24.44,0.612,59.18,170.95,291.18,70.3305059959052,0.422,65.91,10.21
"POMBAL","Paraíba",251210,56.78,13.72,0.634,33.81,228.33,401.6,75.8857793544431,0.472,59.38,6.66
"PRATA","Paraíba",251220,90.93,25.92,0.608,33.35,193.81,271.47,40.0701718177597,0.434,69.47,9.58
"PRINCESA ISABEL","Paraíba",251230,65.42,16.73,0.606,46.26,196.49,334.74,70.3598147488422,0.466,71.28,3.62
"PUXINANÃ","Paraíba",251240,68.16,3.01,0.617,34.61,140.65,283.93,101.869889797369,0.436,69.01,6.66
"QUEIMADAS","Paraíba",251250,55.32,21.42,0.608,36.73,178.92,292.5,63.4808853118712,0.431,73.62,8.33
"QUIXABÁ","Paraíba",251260,77.62,25.4,0.622,31.61,136.85,267.39,95.3891121666058,0.416,67.91,10.96
"REMÍGIO","Paraíba",251270,53.58,14.32,0.607,20.85,184.13,319.14,73.3231955683484,0.436,73.72,6.5
"PEDRO RÉGIS","Paraíba",251272,60.65,7.46,0.542,14.04,123.7,215.39,74.1228779304769,0.319,79,4.64
"RIACHÃO","Paraíba",251274,41.68,34.64,0.574,27.74,117.27,197.04,68.0225121514454,0.362,78.24,15.67
"RIACHÃO DO BACAMARTE","Paraíba",251275,68.52,12.67,0.553,35.41,166.63,262.31,57.4206325391586,0.394,72.03,3.57
"RIACHÃO DO POÇO","Paraíba",251276,79.23,15.88,0.555,16.48,153.51,225.44,46.8568822877988,0.381,65.13,0
"RIACHO DE SANTO ANTÔNIO","Paraíba",251278,76.45,39.43,0.594,56.15,128.18,275.73,115.111561866126,0.42,65.71,21.31
"RIACHO DOS CAVALOS","Paraíba",251280,64.63,0.86,0.568,23.73,147.1,239.15,62.5764785859959,0.366,67.06,0.66
"RIO TINTO","Paraíba",251290,64.47,24.7,0.585,32.88,208.52,264.5,26.8463456742758,0.447,65.89,7.89
"SALGADINHO","Paraíba",251300,59.83,17.79,0.563,47.27,124.99,217.39,73.9259140731258,0.395,74.15,8.91
"SALGADO DE SÃO FÉLIX","Paraíba",251310,55.54,27.23,0.568,50.87,140.48,217.45,54.7907175398633,0.42,73.9,5.68
"SANTA CECÍLIA","Paraíba",251315,68.08,13.47,0.525,35.32,90.37,197.49,118.534912028328,0.32,87.74,0.74
"SANTA CRUZ","Paraíba",251320,46.43,9.23,0.618,49.57,158.64,291.16,83.5350479072113,0.476,57.4,6.03
"SANTA HELENA","Paraíba",251330,66.46,22.41,0.609,29.91,177.2,277.52,56.6139954853273,0.44,66.17,3.17
"SANTA INÊS","Paraíba",251335,24.3,13.65,0.572,48.25,79.93,229.72,187.401476291755,0.336,72.74,12.86
"SANTA LUZIA","Paraíba",251340,70.15,12.8,0.682,45.64,232.56,379.3,63.0976952184383,0.524,61.97,6.71
"SANTANA DE MANGUEIRA","Paraíba",251350,41.95,5.21,0.535,29.37,100.43,166.28,65.5680573533805,0.363,69.54,7.69
"SANTANA DOS GARROTES","Paraíba",251360,59.73,20.35,0.594,54.81,134.08,274.26,104.549522673031,0.448,66.57,11.49
"SANTARÉM","Paraíba",251365,36.46,29.78,0.622,58.73,123.26,249.67,102.555573584293,0.425,63.15,14.44
"SANTA RITA","Paraíba",251370,53.95,18.92,0.627,28.62,214.11,328.16,53.2670122834057,0.472,59.56,6.71
"SANTA TERESINHA","Paraíba",251380,55.28,13.39,0.627,19.9,137.95,306.95,122.50815512867,0.42,64.22,6.57
"SANTO ANDRÉ","Paraíba",251385,33.83,15.25,0.6,7.31,234.05,273.72,16.9493697927793,0.449,63.46,3.61
"SÃO BENTO","Paraíba",251390,63.22,16.24,0.58,18.58,224.79,328.99,46.3543751946261,0.424,60.08,5.86
"SÃO BENTINHO","Paraíba",251392,58.53,12.08,0.606,10.51,138.09,286.99,107.828227967268,0.369,64.86,0
"SÃO DOMINGOS DO CARIRI","Paraíba",251394,78.7,13.04,0.589,51.18,221.03,341.56,54.5310591322445,0.493,69.3,14.3
"SÃO DOMINGOS","Paraíba",251396,47.34,26.84,0.548,23.68,154.54,253.36,63.944609809758,0.348,62.31,12.3
"SÃO FRANCISCO","Paraíba",251398,43.95,39.93,0.58,15.22,136.99,261.15,90.6343528724724,0.403,56.96,12.82
"SÃO JOÃO DO CARIRI","Paraíba",251400,53.08,15.21,0.622,59.17,207.67,373.55,79.8767275003612,0.463,68.89,26.09
"SÃO JOÃO DO TIGRE","Paraíba",251410,50.21,7.33,0.552,23.32,131.48,207.42,57.7578338910861,0.369,74.63,8.84
"SÃO JOSÉ DA LAGOA TAPADA","Paraíba",251420,17.53,13.1,0.53,3.86,109.65,216.66,97.5923392612859,0.341,64.24,1.93
"SÃO JOSÉ DE CAIANA","Paraíba",251430,53.68,5.97,0.565,16.37,110.28,238.28,116.068190061661,0.349,75.39,2.04
"SÃO JOSÉ DE ESPINHARAS","Paraíba",251440,32,11.44,0.577,16.35,143.77,234.08,62.8156082631982,0.406,62.19,0
"SÃO JOSÉ DOS RAMOS","Paraíba",251445,58.58,11.66,0.541,6.3,148.72,212.12,42.6304464766003,0.357,78.31,0
"SÃO JOSÉ DE PIRANHAS","Paraíba",251450,61.03,11.63,0.591,21.04,161.99,321.53,98.4875609605531,0.416,66.21,0.67
"SÃO JOSÉ DE PRINCESA","Paraíba",251455,69.25,7.99,0.565,66.04,122.64,221.16,80.3326810176125,0.413,70.85,3.71
"SÃO JOSÉ DO BONFIM","Paraíba",251460,51.87,14.73,0.578,25.49,129.37,244.14,88.7145396923552,0.401,63.67,0
"SÃO JOSÉ DO BREJO DO CRUZ","Paraíba",251465,65.25,31.31,0.581,89.42,146.61,223.11,52.1792510742787,0.394,63.5,16.34
"SÃO JOSÉ DO SABUGI","Paraíba",251470,59.68,15.35,0.617,56.78,175.73,302.36,72.0594093211176,0.482,60.09,16.34
"SÃO JOSÉ DOS CORDEIROS","Paraíba",251480,35.77,11.91,0.556,19.27,150.04,233.71,55.7651292988537,0.393,69.44,3.69
"SÃO MAMEDE","Paraíba",251490,67.29,19.26,0.641,48.67,223.22,371.01,66.2082250694382,0.489,59.91,10.79
"SÃO MIGUEL DE TAIPU","Paraíba",251500,55.52,23.19,0.548,38.35,138.81,198.63,43.0948778906419,0.374,72.12,0.66
"SÃO SEBASTIÃO DE LAGOA DE ROÇA","Paraíba",251510,74.2,9.91,0.594,44.69,220.52,262.87,19.2046072918556,0.443,66.68,1.52
"SÃO SEBASTIÃO DO UMBUZEIRO","Paraíba",251520,71.15,9.47,0.581,46.59,171.59,263.04,53.2956465994522,0.453,68.06,11.33
"SAPÉ","Paraíba",251530,57.71,17.19,0.569,32.79,160.83,266.29,65.5723434682584,0.406,66.79,7.2
"SERIDÓ","Paraíba",251540,59.69,9.7,0.555,18.33,110.79,214.38,93.5012185215272,0.361,81.65,2.56
"SERRA BRANCA","Paraíba",251550,48.16,25.89,0.628,29.98,225.87,330.05,46.1238765661664,0.476,65.26,10.04
"SERRA DA RAIZ","Paraíba",251560,64.54,10.74,0.626,47.2,136.61,278.22,103.660054168802,0.455,74.42,6.36
"SERRA GRANDE","Paraíba",251570,51.85,18.98,0.586,23.94,201.97,244.05,20.8347774421944,0.391,77.88,5.3
"SERRA REDONDA","Paraíba",251580,60.46,18.77,0.57,40.15,183.36,268.53,46.4496073298429,0.407,77.18,6.75
"SERRARIA","Paraíba",251590,53.61,11.3,0.547,21.23,130.02,224.2,72.4350099984618,0.383,83.13,5.63
"SERTÃOZINHO","Paraíba",251593,70.28,24.73,0.621,53.75,158.34,252.11,59.2206643930782,0.434,69.99,19.46
"SOBRADO","Paraíba",251597,58.21,9.34,0.573,49.58,141.97,210.08,47.9749242797774,0.409,68.71,1.7
"SOLÂNEA","Paraíba",251600,57.4,11.6,0.595,27.3,206.9,318.38,53.8811019816336,0.428,68.35,3.98
"SOLEDADE","Paraíba",251610,56.29,18.76,0.616,36.42,203.44,330.05,62.2345654738498,0.442,64.72,14.86
"SOSSÊGO","Paraíba",251615,75.97,20.06,0.573,39.34,121.06,218.2,80.2412027094003,0.393,70.7,7.01
"SOUSA","Paraíba",251620,47,3.99,0.668,18.62,289.34,443.81,53.3870187322873,0.508,54.62,1.68
"SUMÉ","Paraíba",251630,47.17,20.93,0.627,47.33,196.9,339.68,72.5139664804469,0.469,64.73,7.75
"TACIMA","Paraíba",251640,47.08,27.25,0.551,27.13,120.1,195.07,62.4229808492923,0.379,70.38,5.56
"TAPEROÁ","Paraíba",251650,50.86,16.18,0.578,45.97,139.37,267.88,92.2077922077922,0.416,74.05,8.23
"TAVARES","Paraíba",251660,66.81,7.99,0.586,20.72,121.45,260.75,114.697406340058,0.379,76.71,3.56
"TEIXEIRA","Paraíba",251670,78.18,18.72,0.605,44.64,166.58,271.44,62.9487333413375,0.427,72.88,10.69
"TENÓRIO","Paraíba",251675,93.9,5.32,0.581,15.54,146.94,269.63,83.4966653055669,0.386,77.4,12.53
"TRIUNFO","Paraíba",251680,55.29,21.06,0.609,32.32,161.04,292.24,81.4704421261799,0.429,74.63,6.2
"UIRAÚNA","Paraíba",251690,46.51,8.17,0.636,38.02,238.71,361.37,51.3845251560471,0.485,61.77,11.48
"UMBUZEIRO","Paraíba",251700,72.85,11.49,0.584,51.6,145.66,237.25,62.8793079774818,0.406,80.98,9.68
"VÁRZEA","Paraíba",251710,65.34,25.94,0.707,48.07,171.98,377.4,119.444121409466,0.555,56.09,7.33
"VIEIRÓPOLIS","Paraíba",251720,57.73,18.07,0.571,15.32,117.1,226.49,93.4158838599488,0.378,60.11,9.57
"ZABELÊ","Paraíba",251740,47.06,20.05,0.623,73.07,166.64,272.94,63.7902064330293,0.484,62.54,5.28
"ABREU E LIMA","Pernambuco",260005,65.77,26.17,0.679,47.58,260.29,390.4,49.9865534596027,0.561,50.29,15.55
"AFOGADOS DA INGAZEIRA","Pernambuco",260010,60.42,17.15,0.657,26.25,280.17,386.56,37.9733733090623,0.518,65.17,2.53
"AFRÂNIO","Pernambuco",260020,68.62,6.16,0.588,36.26,140.58,233.59,66.1616161616162,0.386,70.89,1.78
"AGRESTINA","Pernambuco",260030,73.79,20.11,0.592,53.26,222.12,297.02,33.7205114352602,0.436,70.37,11.66
"ÁGUA PRETA","Pernambuco",260040,27.92,10.32,0.553,19.48,139.69,195.47,39.9312763977378,0.388,73.9,2.52
"ÁGUAS BELAS","Pernambuco",260050,38.87,5.6,0.526,15.24,131.78,239.3,81.5905296706632,0.358,78.6,3.23
"ALAGOINHA","Pernambuco",260060,64.94,20.58,0.599,59.05,178.67,275.5,54.1948844237981,0.457,68.14,11.79
"ALIANÇA","Pernambuco",260070,63.59,15.09,0.604,37.9,151.65,269.86,77.9492251895813,0.431,61.83,7.09
"ALTINHO","Pernambuco",260080,56.89,12.66,0.598,49.38,168.95,259.21,53.424089967446,0.444,69.56,9.75
"AMARAJI","Pernambuco",260090,36.49,16.31,0.58,25.07,159,286.59,80.2452830188679,0.423,69.19,6.34
"ANGELIM","Pernambuco",260100,48.27,16.07,0.572,51.05,162.3,253.26,56.0443622920517,0.434,73.45,6.28
"ARAÇOIABA","Pernambuco",260105,69.42,23.56,0.592,18.78,152.31,236.1,55.0128028363207,0.429,68.11,6.17
"ARARIPINA","Pernambuco",260110,50.47,12.78,0.602,28.09,226.84,324.01,42.8363604302592,0.441,72.64,3.74
"ARCOVERDE","Pernambuco",260120,61.33,21.79,0.667,51.45,341.06,469.53,37.667859027737,0.556,62.28,10.99
"BARRA DE GUABIRABA","Pernambuco",260130,51.59,8.25,0.577,24.27,149.05,257.4,72.6937269372693,0.371,76.81,4.48
"BARREIROS","Pernambuco",260140,47.87,16.27,0.586,43.9,189.34,263.2,39.0091898172599,0.471,64.13,9.93
"BELÉM DE MARIA","Pernambuco",260150,53.61,2.83,0.578,22.34,139.85,226.82,62.188058634251,0.404,72.22,2.02
"BELÉM DO SÃO FRANCISCO","Pernambuco",260160,41.36,30.03,0.642,47.37,227.6,357.77,57.1924428822496,0.482,71.91,7.76
"BELO JARDIM","Pernambuco",260170,66.4,19,0.629,40.67,235.46,372.93,58.3835895693536,0.477,67.94,9.47
"BETÂNIA","Pernambuco",260180,42.35,18.3,0.559,31.5,114.71,220.19,91.9536221776654,0.409,69.16,14.34
"BEZERROS","Pernambuco",260190,52.96,20.98,0.606,39.2,239.31,351.75,46.9850821110693,0.458,60.82,11.5
"BODOCÓ","Pernambuco",260200,33.56,20.18,0.565,17.59,150.64,234.36,55.5762081784387,0.391,78.2,8.95
"BOM CONSELHO","Pernambuco",260210,43.88,9.45,0.563,27.64,159.67,305.57,91.3759629235298,0.4,73.68,5.62
"BOM JARDIM","Pernambuco",260220,52.54,15.17,0.602,18.48,146.89,248.98,69.5009871332289,0.442,69.5,4.49
"BONITO","Pernambuco",260230,61,14.36,0.561,24.48,215.48,258.52,19.9740115091888,0.414,72.26,3.67
"BREJÃO","Pernambuco",260240,46.91,17.1,0.547,23.24,126.55,230.85,82.4180165942315,0.364,75.1,9.63
"BREJINHO","Pernambuco",260250,59.76,12.38,0.574,40.97,115.88,266.21,129.729030031067,0.401,70.44,6.41
"BREJO DA MADRE DE DEUS","Pernambuco",260260,44.56,22.7,0.562,33.2,202.67,296.7,46.3956184931169,0.404,73.25,6.94
"BUENOS AIRES","Pernambuco",260270,59.89,22.89,0.593,18.91,147.21,254.03,72.5630052306229,0.447,58.78,2.03
"BUÍQUE","Pernambuco",260280,42.34,7.24,0.527,33.77,119.37,176.76,48.0774063835134,0.377,82.75,5.24
"CABO DE SANTO AGOSTINHO","Pernambuco",260290,62.28,22.43,0.686,41.58,270.17,467.07,72.8800384942814,0.547,54.51,13.22
"CABROBÓ","Pernambuco",260300,55.93,18.95,0.623,22.27,221.03,298.14,34.8866669682848,0.466,69.77,5.27
"CACHOEIRINHA","Pernambuco",260310,59.9,15.84,0.579,39.23,247.57,308.18,24.4819646968534,0.481,66.41,2.51
"CAETÉS","Pernambuco",260320,68.67,8.51,0.522,9.75,109.32,176.77,61.6995975118917,0.336,82.34,1.68
"CALÇADO","Pernambuco",260330,58.02,17.75,0.566,21.26,142.25,215.47,51.4727592267135,0.41,73.96,1.02
"CALUMBI","Pernambuco",260340,36.36,7.94,0.571,50.93,135.53,272.66,101.180550431639,0.41,70.75,9.74
"CAMARAGIBE","Pernambuco",260345,58.33,28.76,0.692,56.04,346.83,473.78,36.6029466885794,0.582,50.05,15.53
"CAMOCIM DE SÃO FÉLIX","Pernambuco",260350,69.74,19.57,0.588,32.53,233.37,305.53,30.920855294168,0.445,66.98,7.97
"CAMUTANGA","Pernambuco",260360,43.56,23.35,0.606,43.2,157.79,278.04,76.2088852272007,0.466,65.66,11.2
"CANHOTINHO","Pernambuco",260370,43.13,6.25,0.541,17.78,169.06,234.75,38.8560274458772,0.395,70.18,2.43
"CAPOEIRAS","Pernambuco",260380,24.84,9.98,0.549,26.67,143.8,215.71,50.0069541029207,0.406,78.07,4.5
"CARNAÍBA","Pernambuco",260390,57.46,9.53,0.583,26.93,132.2,229.87,73.8804841149773,0.432,70.25,0.96
"CARNAUBEIRA DA PENHA","Pernambuco",260392,36.9,24.25,0.573,10.03,77.98,170.02,118.0302641703,0.331,91.21,2.49
"CARPINA","Pernambuco",260400,62.59,25,0.68,45.45,347.72,403.76,16.1164155067295,0.562,54.23,8.67
"CARUARU","Pernambuco",260410,53.93,23.35,0.677,41.78,416.02,553.99,33.1642709485121,0.558,57.03,14.77
"CASINHAS","Pernambuco",260415,60.83,5.44,0.567,48.67,161.21,200.83,24.5766391663048,0.417,78.91,4.74
"CATENDE","Pernambuco",260420,47.11,17.07,0.609,25.36,209.93,292.74,39.4464821607202,0.467,70,7.44
"CEDRO","Pernambuco",260430,60,20.62,0.615,13.25,185.05,269.64,45.7119697379087,0.459,79.97,9.41
"CHÃ DE ALEGRIA","Pernambuco",260440,79.31,16.91,0.604,73,132.88,239.04,79.8916315472607,0.447,68.67,6.11
"CHÃ GRANDE","Pernambuco",260450,59.96,21.94,0.599,26.25,190.04,341.34,79.6148179330667,0.427,63.1,7.11
"CONDADO","Pernambuco",260460,71.68,16.62,0.602,42.72,166.57,297.68,78.7116527586,0.476,62.47,4.56
"CORRENTES","Pernambuco",260470,18.38,16.83,0.536,36.12,168.3,247.2,46.8805704099822,0.398,75.48,14.35
"CORTÊS","Pernambuco",260480,69.27,20.71,0.568,27.81,147.15,232.22,57.8117567108393,0.402,68.99,4.13
"CUMARU","Pernambuco",260490,62.88,18.98,0.572,22.02,112.17,249.32,122.269769100472,0.379,60.18,2.39
"CUPIRA","Pernambuco",260500,35.79,17.37,0.592,34.08,206.92,336.81,62.7730523873961,0.442,69.52,6.85
"CUSTÓDIA","Pernambuco",260510,63.28,14.57,0.594,41.03,205.97,350,69.9276593678691,0.459,65.27,14.51
"DORMENTES","Pernambuco",260515,52.33,15.15,0.589,14.56,127.71,257.72,101.800955289327,0.403,72.81,3.69
"ESCADA","Pernambuco",260520,63.6,18.3,0.632,42.89,193.83,322.46,66.3622762214311,0.479,63.23,5.42
"EXU","Pernambuco",260530,34.4,9.53,0.576,19.72,136.67,234.83,71.8226384722324,0.412,78.44,8.09
"FEIRA NOVA","Pernambuco",260540,57.9,19.78,0.6,43.63,193.8,296.5,52.9927760577915,0.437,66.64,7.07
"FERNANDO DE NORONHA","Pernambuco",260545,81.43,67.6,0.788,73.68,1104.89,1034.14,-6.40335236991918,0.694,45.46,55.42
"FERREIROS","Pernambuco",260550,84.75,26.6,0.622,49.91,174.04,311.83,79.1714548379683,0.45,62.24,14.38
"FLORES","Pernambuco",260560,41.24,15.92,0.556,23.51,132.04,236.31,78.9684943956377,0.42,70.42,2.51
"FLORESTA","Pernambuco",260570,53.24,22.55,0.626,30.32,227.05,310.39,36.7055714600308,0.517,72.93,19.66
"FREI MIGUELINHO","Pernambuco",260580,64.67,17.51,0.576,44.87,159.25,286.08,79.6420722135008,0.414,68.39,2.97
"GAMELEIRA","Pernambuco",260590,38.44,34.2,0.602,24.27,154.02,231.5,50.3051551746526,0.424,68.34,13.02
"GARANHUNS","Pernambuco",260600,53.34,17.74,0.664,34.59,332.38,492.44,48.1557253745713,0.533,61.75,9.09
"GLÓRIA DO GOITÁ","Pernambuco",260610,59.68,16.39,0.604,29.78,168.29,278.33,65.3871293600333,0.437,71.23,6.27
"GOIANA","Pernambuco",260620,62.48,23,0.651,46.99,245.01,364.77,48.8796375658136,0.511,58.24,9.65
"GRANITO","Pernambuco",260630,57.05,28.27,0.595,13.54,122.38,234.9,91.9431279620853,0.408,75.32,10.81
"GRAVATÁ","Pernambuco",260640,67.04,23.77,0.634,40.39,276.25,402.96,45.8678733031674,0.496,60.84,9.85
"IATI","Pernambuco",260650,45.08,16.99,0.528,21.87,106.34,200.95,88.9693436148204,0.334,80.01,1.43
"IBIMIRIM","Pernambuco",260660,38.23,13.61,0.552,29.24,137.19,220.98,61.0758801661929,0.394,83.74,3.69
"IBIRAJUBA","Pernambuco",260670,47.68,19.81,0.58,34.36,135.52,238.23,75.7895513577332,0.428,75.63,9.8
"IGARASSU","Pernambuco",260680,62.65,22.35,0.665,42.82,252.37,384.1,52.1971708206205,0.536,55.74,9.14
"IGUARACI","Pernambuco",260690,68.19,6.14,0.598,37.52,165.07,295.88,79.2451687163022,0.443,68.64,3.45
"INAJÁ","Pernambuco",260700,49.75,13.26,0.523,28.43,140.42,182.73,30.1310354650335,0.404,83.39,2.08
"INGAZEIRA","Pernambuco",260710,81.02,2.71,0.608,53.29,218.99,286.41,30.7867939175305,0.488,66.68,5.72
"IPOJUCA","Pernambuco",260720,57.31,15.87,0.619,23.53,206.67,362.68,75.4874921372236,0.457,62.32,3.93
"IPUBI","Pernambuco",260730,37.31,6.43,0.55,23.85,167.89,231.47,37.8700339508011,0.417,78.84,4.81
"ITACURUBA","Pernambuco",260740,58.08,47.47,0.595,19.5,244.82,271.71,10.9835797728944,0.51,65.79,30
"ITAÍBA","Pernambuco",260750,46.49,5.87,0.51,15.65,150.17,218.32,45.3819005127522,0.347,79.46,1.89
"ILHA DE ITAMARACÁ","Pernambuco",260760,74.04,23.95,0.653,63.85,314.45,394.85,25.5684528541899,0.569,49.06,7.36
"ITAMBÉ","Pernambuco",260765,54.67,22.46,0.575,27.12,158.98,271,70.4616932947541,0.408,68.47,5.69
"ITAPETIM","Pernambuco",260770,57.72,12.4,0.592,36.41,173.81,331.14,90.5183821414188,0.449,65.19,1.53
"ITAPISSUMA","Pernambuco",260775,52.65,25.26,0.633,39.47,234.29,312.47,33.3689017883819,0.507,62.76,9.77
"ITAQUITINGA","Pernambuco",260780,71.73,23.19,0.586,46.65,162.27,251.09,54.7359339372651,0.429,63.42,15.87
"JABOATÃO DOS GUARARAPES","Pernambuco",260790,62.75,29.53,0.717,57.7,474.83,593.9,25.0763431122718,0.625,50.2,18.7
"JAQUEIRA","Pernambuco",260795,53.66,11.49,0.575,18.27,142.47,256.76,80.2203972766196,0.394,77.39,4.43
"JATAÚBA","Pernambuco",260800,64.83,15.74,0.53,47.88,141.82,244.26,72.2324072768298,0.389,79.09,6.18
"JATOBÁ","Pernambuco",260805,58.45,24.44,0.645,42.85,214.99,342.33,59.2306618912508,0.529,62.46,4.8
"JOÃO ALFREDO","Pernambuco",260810,65.92,13.92,0.576,42.37,169.51,276.15,62.9107427290425,0.427,69.42,7.86
"JOAQUIM NABUCO","Pernambuco",260820,60.51,10.49,0.554,30.48,162.41,263.01,61.9419986454036,0.408,72.97,5.27
"JUCATI","Pernambuco",260825,50.14,13.78,0.55,22.89,124.16,232.08,86.9201030927835,0.373,75.25,3.96
"JUPI","Pernambuco",260830,62.66,19.5,0.575,43.27,183.32,260.42,42.0576041893956,0.44,77.03,11.25
"JUREMA","Pernambuco",260840,41.54,20.71,0.509,30.29,167.15,206.22,23.3742147771463,0.353,80.16,4.45
"LAGOA DO CARRO","Pernambuco",260845,60.37,28.27,0.609,43.53,232.23,271.36,16.8496748912716,0.493,58.32,6.67
"LAGOA DE ITAENGA","Pernambuco",260850,70.26,16.11,0.602,34.06,165.05,252.8,53.1657073614056,0.413,67.01,9.06
"LAGOA DO OURO","Pernambuco",260860,43.64,12.7,0.525,24.4,118.67,224.13,88.868290216567,0.377,72,4.47
"LAGOA DOS GATOS","Pernambuco",260870,49.61,11.81,0.551,36.71,147.8,253.4,71.4479025710419,0.391,80.93,2.55
"LAGOA GRANDE","Pernambuco",260875,48.31,8.75,0.597,18.13,206.67,296.99,43.7025209270818,0.441,75.86,2.04
"LAJEDO","Pernambuco",260880,63.15,28.7,0.611,43.59,240.65,333.52,38.5913151880324,0.474,65.7,10.38
"LIMOEIRO","Pernambuco",260890,65.29,16.77,0.663,40.72,239.49,398.37,66.3409745709633,0.539,58.12,7.02
"MACAPARANA","Pernambuco",260900,65.78,23.44,0.609,34.28,155.91,278.93,78.9044961836957,0.454,73.42,5.85
"MACHADOS","Pernambuco",260910,35.29,16.29,0.578,20.88,173.17,231.75,33.8280302592828,0.418,73.37,5.38
"MANARI","Pernambuco",260915,34.79,11.95,0.487,13.64,112.64,155.49,38.0415482954546,0.295,96.71,0.52
"MARAIAL","Pernambuco",260920,44.65,7.4,0.534,9.08,120.49,232.31,92.8043821063989,0.347,77.88,1.57
"MIRANDIBA","Pernambuco",260930,50.88,15.33,0.591,26.64,129.11,193.86,50.1510340020138,0.445,79.41,7.81
"MORENO","Pernambuco",260940,63.48,24.94,0.652,39.15,201.82,356.7,76.7416509761173,0.511,55.01,10.26
"NAZARÉ DA MATA","Pernambuco",260950,73.86,36.43,0.662,58.13,243.19,351.46,44.5207450964267,0.522,50.31,25.06
"OLINDA","Pernambuco",260960,64.61,33.01,0.735,55.57,514.93,640.13,24.3139844250675,0.648,48.26,18.34
"OROBÓ","Pernambuco",260970,74.52,33.52,0.61,49.62,157.26,237.64,51.1128068167366,0.441,75.63,6.41
"OROCÓ","Pernambuco",260980,37.26,10.21,0.61,22.93,201.72,224.41,11.2482649216736,0.474,72.7,4.3
"OURICURI","Pernambuco",260990,38.89,8.05,0.572,16.2,208.37,291.75,40.0153572971157,0.421,75.03,2.82
"PALMARES","Pernambuco",261000,52.04,28.18,0.622,22.9,272.07,311.09,14.3418973058404,0.473,65.41,7.12
"PALMEIRINA","Pernambuco",261010,49.8,15.64,0.549,34.87,198.78,251.44,26.4915987523896,0.425,74.52,5.73
"PANELAS","Pernambuco",261020,50.36,14.66,0.569,31.82,143.22,238.61,66.6038262812456,0.402,78.85,7.61
"PARANATAMA","Pernambuco",261030,41.13,15.93,0.537,18.97,135.47,213.74,57.7766295120691,0.36,76.11,2.81
"PARNAMIRIM","Pernambuco",261040,56.08,8.95,0.599,21.18,169.29,255.27,50.7885876306929,0.429,71.78,2.15
"PASSIRA","Pernambuco",261050,58.7,14.8,0.592,32.91,161.44,259.04,60.4558969276512,0.439,65.65,4.4
"PAUDALHO","Pernambuco",261060,46.2,15.44,0.639,23.29,211.43,360.06,70.2974979898784,0.471,60.59,8.24
"PAULISTA","Pernambuco",261070,64.38,29.55,0.732,56.26,430.9,528.04,22.5435135762358,0.648,45.77,20.09
"PEDRA","Pernambuco",261080,48.24,21.33,0.567,29.48,175.19,244.48,39.5513442548091,0.418,71.46,7.03
"PESQUEIRA","Pernambuco",261090,55.02,18.22,0.61,41.79,225.33,329.16,46.0790840101185,0.482,65.6,8.96
"PETROLÂNDIA","Pernambuco",261100,68.79,9.13,0.623,43.37,232.31,344.04,48.0952175971762,0.527,67.07,3.38
"PETROLINA","Pernambuco",261110,48.44,14.35,0.697,40.3,404.4,605.06,49.6191889218595,0.58,59.02,10.75
