Código;Espacialidades;Taxa de desocupação - 18 anos ou mais 2010;Taxa de desocupação - 18 a 24 anos 2010;Taxa de desocupação - 25 a 29 anos 2010;IDHM 1991;IDHM 2000;IDHM 2010;IDHM Renda 1991;IDHM Renda 2000;IDHM Renda 2010;% de 0 a 5 anos na escola 2010;% de 18 a 24 anos na escola 2010;% de 25 a 29 anos na escola 2010;Taxa de frequência bruta à pré-escola 2010;Taxa de frequência bruta ao superior 2010;Taxa de frequência líquida à pré-escola 2010;Taxa de frequência líquida ao superior 2010;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010
2500577;Algodão de Jandaíra;6.51;14.33;8.55;0.182;0.313;0.548;0.348;0.434;0.532;34;31.57;21.44;45.81;14.44;39.63;4.28;69.71;119.09;218.7
2500601;Alhandra;12.78;28.17;17.82;0.276;0.415;0.582;0.448;0.489;0.544;35;23.21;8.69;67.44;5.52;48.67;2.12;130.29;167.58;236.14
2600708;Aliança;16.93;31.54;21.7;0.287;0.431;0.604;0.425;0.473;0.565;42;27.38;10.18;76.81;9.85;63.59;6.03;112.74;151.65;269.86
1700350;Aliança do Tocantins;14.14;24.36;23.4;0.38;0.544;0.663;0.511;0.556;0.61;30;29.93;4.71;42.03;27.41;36.7;15.03;192.3;254.82;357.08
2900900;Almadina;13.91;32.1;24.56;0.261;0.405;0.563;0.373;0.487;0.563;38;25.7;8.98;68.83;12.04;59.84;3.67;81.41;165.85;265.39
1700400;Almas;10.84;17.64;11.2;0.263;0.42;0.636;0.428;0.532;0.616;32;16.65;10.92;61.7;11.54;51.07;3.29;114.97;219.3;369.39
1500503;Almeirim;10.78;22.27;10.81;0.395;0.526;0.642;0.581;0.66;0.659;30;27.4;12.01;54.15;10.13;47.25;2.56;296.99;486.59;484.16
3101706;Almenara;10.72;19.75;13.9;0.382;0.529;0.642;0.56;0.598;0.636;34;27.47;13.74;51.98;18.7;48.61;6.92;260.57;330.21;419.98
2400604;Almino Afonso;7.78;17.49;7.88;0.387;0.493;0.624;0.439;0.491;0.578;47;29.23;9.17;121.03;26.29;83.31;15.88;123.1;169.67;291.3
4100400;Almirante Tamandaré;2.96;6.08;3.52;0.437;0.583;0.699;0.58;0.629;0.706;28;23.89;11.24;30.72;20.01;24.79;8.94;295.96;401.17;646.02
4300471;Almirante Tamandaré do Sul;1.01;5.28;;0.491;0.601;0.74;0.542;0.631;0.732;39;34.56;4.19;75.73;36.41;71.02;27.03;232.9;405.77;760.16
5200506;Aloândia;4.09;8.13;8.28;0.453;0.587;0.697;0.521;0.668;0.694;25;25.81;4.57;73.93;20.23;73.93;10.97;204.78;510.75;599.9
3101805;Alpercata;10.3;17.01;11.18;0.374;0.549;0.646;0.475;0.58;0.629;37;13.18;3.97;34.72;12.2;29.89;5.44;154.02;296.2;401.21
4300505;Alpestre;0.28;;0.78;0.346;0.524;0.671;0.453;0.564;0.7;28;15.14;4.9;38.06;12.82;35.83;8.11;133.79;267.81;625.11
3101904;Alpinópolis;4.53;9.43;3.98;0.433;0.633;0.725;0.596;0.655;0.703;38;24.06;7.53;75.21;19.28;62.53;12.98;325.63;472.48;633.91
5100250;Alta Floresta;4.7;9.79;3.49;0.391;0.585;0.714;0.581;0.671;0.709;30;33.27;19.88;52.25;37.69;41.55;17.38;297.62;520.9;660.84
1100015;Alta Floresta D'Oeste;5.17;10.25;5.06;0.329;0.483;0.641;0.516;0.617;0.657;18;22.78;9.28;35.4;21.23;34.15;10.5;198.46;371.15;476.99
3500907;Altair;4.75;9.85;1.17;0.509;0.605;0.687;0.608;0.643;0.698;40;18.88;7.62;118.28;17.79;80.42;12.02;352.71;436.52;616.38
1500602;Altamira;6.36;12.35;5.36;0.386;0.534;0.665;0.569;0.629;0.662;36;28.46;14.5;64.86;17.99;52.29;6.54;276.44;401.93;492.05
2100402;Altamira do Maranhão;6.7;18.12;6.16;0.27;0.384;0.549;0.433;0.458;0.486;47;36.01;21.09;55.16;7.12;44.3;3.64;118.27;138.17;164.24
4100459;Altamira do Paraná;4.46;8.42;5.99;0.333;0.496;0.667;0.485;0.558;0.667;37;25.37;8.54;37.63;12.6;37.63;7.85;164.03;257.35;506.31
2300606;Altaneira;6.8;15.35;4.88;0.288;0.417;0.602;0.381;0.49;0.547;69;24.18;9.78;81.76;11.82;64.52;6.41;85.88;169.23;240.97
3102001;Alterosa;3.61;11.41;1.24;0.37;0.565;0.668;0.521;0.62;0.657;25;25.07;8.05;49.37;20.6;47.66;10.19;204.35;379.84;475.99
2600807;Altinho;4.83;13.85;6.44;0.31;0.444;0.598;0.447;0.49;0.559;47;28.29;13.3;65.35;8.7;56.89;3.84;129.31;168.95;259.21
3501004;Altinópolis;3.88;12.03;4.45;0.483;0.658;0.73;0.667;0.734;0.726;47;31.77;12.35;84.38;26.34;72.74;17.08;506.48;772.55;731.49
1400050;Alto Alegre;4.62;10.21;4.15;0.306;0.46;0.542;0.496;0.478;0.518;22;22.15;13.83;39.16;23.71;32.94;8.63;174.91;156.73;201.32
3501103;Alto Alegre;4.68;11.14;2.01;0.48;0.616;0.7;0.553;0.632;0.683;36;17.07;4.16;76.8;16.81;76.8;10.61;249.43;407.89;560.3
4300554;Alto Alegre;1.32;3.33;6.51;0.567;0.662;0.747;0.609;0.641;0.756;43;25.78;7.73;90.32;39.47;68.9;23.63;354.04;430.63;880.85
2100436;Alto Alegre do Maranhão;10.94;16.82;15.67;0.209;0.331;0.554;0.356;0.447;0.516;38;33.2;18.34;68.14;6.28;58.36;3.34;73.25;129.19;198.43
2100477;Alto Alegre do Pindaré;9.6;16.93;10.52;0.19;0.336;0.558;0.344;0.435;0.465;50;31.19;11.74;87.32;9.7;59.49;3.49;68.01;119.81;144.91
1100379;Alto Alegre dos Parecis;5.65;10.76;5.71;0.241;0.402;0.592;0.451;0.534;0.603;11;16.89;8.27;20.11;15.96;18.96;5.5;132.23;222.42;341.22
5100300;Alto Araguaia;5.94;9.85;7.58;0.43;0.583;0.704;0.618;0.65;0.712;30;29.38;7.95;54.15;36.72;50.66;20.28;373.92;457.88;671.99
4200754;Alto Bela Vista;2.37;4.91;5.81;0.456;0.619;0.755;0.565;0.625;0.734;54;19.99;6.88;126.97;22.5;85.1;15.18;269.7;390.65;770.49
5100359;Alto Boa Vista;4.11;6.02;2.57;0.38;0.496;0.651;0.522;0.583;0.613;43;31.13;22.71;55.68;11.22;39.13;6.38;206.51;300.61;362.66
3102050;Alto Caparaó;2.72;2.29;3.05;0.398;0.57;0.661;0.559;0.69;0.666;42;16.05;5.01;67.57;12.49;63.88;6.93;258.96;586.44;505.1
2400703;Alto do Rodrigues;12.94;21.75;15.7;0.373;0.513;0.672;0.451;0.578;0.647;44;27.18;12.78;76.69;9.96;64.63;3.68;132.02;292.59;447.67
4300570;Alto Feliz;0.89;1.51;;0.5;0.64;0.734;0.59;0.663;0.74;63;20.18;12.78;48.32;36.36;42.11;12.98;313.51;495.53;802.2
5100409;Alto Garças;7.71;12.17;8.23;0.451;0.626;0.701;0.594;0.725;0.707;37;30.1;18.57;59.91;28.5;57.91;14.5;322.24;728.9;651.91
5200555;Alto Horizonte;4.63;9.65;1.15;0.342;0.557;0.719;0.528;0.585;0.709;61;26.08;10.16;73.74;23.58;52.92;13.84;213.55;305.61;661.19
3153509;Alto Jequitibá;2.54;3.02;1.61;0.406;0.572;0.66;0.527;0.611;0.66;19;21;3.72;35.54;18.02;35.54;13.6;212.5;358.89;486.73
2200301;Alto Longá;5.1;14.79;6.19;0.258;0.367;0.585;0.378;0.436;0.567;39;30.78;16.13;63.94;10.16;56.88;5.23;84.02;120.79;272.28
4100509;Altônia;2.67;7.12;4.48;0.468;0.61;0.721;0.541;0.615;0.69;51;23.18;5.84;83.61;21.89;69.91;12.88;231.77;367.42;585.49
5100508;Alto Paraguai;7.7;14.85;7.43;0.331;0.507;0.638;0.518;0.558;0.612;30;30.34;12.19;43.88;13.84;41.58;7.37;200.79;257.07;360.06
1100403;Alto Paraíso;2.33;5.57;2.45;0.269;0.446;0.625;0.454;0.649;0.664;17;21.39;14.04;30.53;12.3;27.99;5.19;134.82;454.28;498.49
4128625;Alto Paraíso;3.61;7.52;2.55;0.383;0.53;0.678;0.514;0.57;0.677;40;20.39;4.61;77.66;18.21;76.45;9.14;195.49;277.09;540.24
5200605;Alto Paraíso de Goiás;6.61;15.2;7.36;0.428;0.572;0.713;0.555;0.64;0.723;41;25.1;12.91;70.53;20.97;64.84;7.07;253.57;428.31;719.11
4100608;Alto Paraná;4.82;9.95;6.7;0.467;0.607;0.696;0.564;0.625;0.679;41;15.71;4.17;70.62;11.32;61.45;6.99;267.22;390.74;548.25
2100501;Alto Parnaíba;12.34;25.98;12;0.308;0.435;0.633;0.473;0.504;0.683;38;28.46;11.5;45.24;12.36;39.93;4.69;152.16;184.36;559.61
4100707;Alto Piquiri;4.83;10.1;6.99;0.401;0.587;0.676;0.524;0.653;0.669;40;25.44;12.83;51.56;23.73;43.29;11.76;208.34;466.19;515.07
3102100;Alto Rio Doce;3.32;11.16;2.17;0.298;0.493;0.62;0.448;0.547;0.595;32;21.06;6.66;85.54;14.4;66.48;11.44;129.83;241.36;323.95
3200359;Alto Rio Novo;7;11.92;11.31;0.364;0.564;0.664;0.524;0.604;0.634;44;22.03;5.48;69.72;17.36;66.25;10.8;208.09;344.14;413.59
2200400;Altos;6.74;16.78;9.22;0.316;0.424;0.614;0.434;0.487;0.59;35;33.72;16.83;60.66;15.82;47.18;4.8;119;165.75;314.48
2300705;Alto Santo;5.38;6.18;6.69;0.304;0.438;0.601;0.438;0.506;0.563;46;20.08;6.15;119.33;11.84;79.64;5.02;121.94;186.45;265.07
5100607;Alto Taquari;2.4;3.88;2.64;0.455;0.634;0.705;0.606;0.757;0.736;39;13.97;8.65;74.89;15.1;54.01;5.83;347.05;889.51;781.26
3501152;Alumínio;10.2;21.11;11.69;0.515;0.682;0.766;0.661;0.693;0.729;57;22.98;11.62;87.68;30.79;68.92;13.56;489.03;597.76;747.27
1300029;Alvarães;3.46;8.63;6.74;0.306;0.373;0.527;0.487;0.504;0.499;25;41.74;24.39;30.31;9.2;19.81;4.67;165.64;184.29;178.67
3102209;Alvarenga;6.24;13.71;15.54;0.315;0.482;0.592;0.443;0.53;0.589;29;30.07;17.71;46.94;12.37;40.61;6.97;126.24;216.66;312.46
3501202;Álvares Florence;4.69;15.02;2.74;0.478;0.665;0.728;0.537;0.663;0.701;46;13.3;4.9;73.16;16.38;64.11;8.19;226.48;496.24;627.14
3501301;Álvares Machado;6.56;13.56;7.43;0.538;0.661;0.758;0.605;0.669;0.712;44;25.99;7.98;78.7;27.42;73.1;19.04;345.69;514.41;672.03
3501400;Álvaro de Carvalho;7.37;13.08;17.26;0.421;0.56;0.688;0.533;0.577;0.669;36;18.23;10.93;81.89;6.56;78.75;4.09;220.18;290.82;512.99
3501509;Alvinlândia;6.12;11.85;2.4;0.461;0.555;0.722;0.574;0.614;0.721;59;23.55;9.42;107.08;44.57;76.03;18.6;285.04;364.53;710.49
3102308;Alvinópolis;6.28;13.64;10.65;0.443;0.574;0.676;0.548;0.594;0.651;44;23.31;11.2;79.5;21.17;75.49;7.72;242.6;322.13;460.96
1700707;Alvorada;3.39;7.79;3.83;0.471;0.578;0.708;0.636;0.655;0.677;30;15.77;3.73;48.43;12.65;37.47;5.24;417.88;471.53;539.26
4300604;Alvorada;7.15;13.96;8.21;0.472;0.582;0.699;0.6;0.64;0.694;21;22.38;10.08;24.06;17.24;19.65;7.19;334.82;428.88;600.48
3102407;Alvorada de Minas;11.9;17.01;15.35;0.316;0.434;0.572;0.441;0.53;0.57;37;28.78;19.89;67.67;10.41;46;3.63;124.76;216.72;277.99
1100346;Alvorada D'Oeste;4.82;10.03;5.37;0.313;0.469;0.643;0.458;0.592;0.654;19;21.42;10.15;35.93;15.58;34.68;6.23;138.64;318.86;469.26
2200459;Alvorada do Gurguéia;10.39;17.1;18.48;0.273;0.403;0.578;0.344;0.467;0.52;51;36.68;13.95;109.83;4.81;71.9;2.95;67.94;146.1;203.23
5200803;Alvorada do Norte;8.33;18.62;9.76;0.402;0.533;0.66;0.545;0.587;0.64;37;21.6;9.83;44.88;13.27;41.99;4.23;237.45;308.86;429.63
4100806;Alvorada do Sul;5.71;16.06;6.57;0.504;0.646;0.708;0.583;0.636;0.695;38;30.08;10.32;59.84;28.9;54.69;17.05;300.46;417.84;605.41
1400027;Amajari;20.96;21.9;36.76;0.333;0.42;0.484;0.556;0.499;0.437;18;20.03;5.15;27.85;4.45;24.29;0.49;254.07;179.02;121.32
5000609;Amambai;4.49;9.9;4.38;0.447;0.576;0.673;0.605;0.649;0.683;31;25.76;14.18;50.09;28.1;47.07;13.84;345.93;455.04;561.14
1600105;Amapá;14.29;28.63;15.21;0.391;0.498;0.642;0.535;0.567;0.631;40;24.06;10.54;75.12;11.95;62.35;2.63;223.63;273.32;406.9
2100550;Amapá do Maranhão;8.9;17;12.59;0.165;0.327;0.52;0.46;0.447;0.503;40;34.37;16.31;59.3;11.5;44.34;2.65;140.3;129.21;182.63
4100905;Amaporã;4.46;9.09;6.5;0.407;0.592;0.669;0.5;0.61;0.644;24;15.24;9.93;34.74;21.11;31.53;7.87;179.21;356.94;441.01
2600906;Amaraji;10.79;25.59;9.73;0.309;0.423;0.58;0.433;0.48;0.575;38;24.8;10.27;49.96;4.56;36.49;2.26;118.2;159;286.59
4300638;Amaral Ferrador;0.55;;1.06;0.356;0.507;0.624;0.572;0.618;0.664;12;20.62;5.19;28.41;15.33;28.41;7.08;280.83;374.38;499.77
5200829;Amaralina;5.42;25.08;1.18;0.264;0.484;0.609;0.547;0.558;0.569;20;26.91;6.67;22.97;4.43;18.49;2.75;241.27;257.16;276.05
2200509;Amarante;5.25;12.52;8.52;0.364;0.46;0.598;0.433;0.476;0.574;38;27.94;9.36;76.41;16.65;60.35;6.11;118.73;155.03;284.71
2100600;Amarante do Maranhão;5.31;11.02;5.64;0.284;0.374;0.555;0.418;0.43;0.541;39;34.54;14.19;73.72;12.96;61.25;5.51;107.77;116.3;231.79
2901007;Amargosa;11.32;19.2;12.61;0.375;0.487;0.625;0.473;0.552;0.616;60;36.42;16.38;65.1;20.32;52.31;7.63;151.7;248.64;369.84
1300060;Amaturá;8.87;18.67;17.77;0.254;0.413;0.56;0.425;0.436;0.499;40;48.4;31.42;29.48;13.32;21.13;7;112.32;120.37;178.69
2901106;Amélia Rodrigues;16.91;28.85;22;0.379;0.513;0.666;0.483;0.552;0.609;50;28.59;9.8;97.06;13.77;68.61;4.93;161.36;248.2;354.66
2901155;América Dourada;20.15;29.99;21.34;0.29;0.391;0.561;0.427;0.453;0.506;39;17.64;9.28;41.48;7.41;35.69;1.96;113.88;134.24;186.1
3501608;Americana;4.92;10.19;4.8;0.609;0.735;0.811;0.735;0.765;0.8;59;32.74;15.54;93.02;48.79;78.4;25.24;774.3;937.29;1161.68
5200852;Americano do Brasil;5.11;6.76;8.02;0.422;0.591;0.7;0.591;0.658;0.669;32;20.38;9.6;68.39;11.94;68.39;7.72;316.59;481.55;512.95
3501707;Américo Brasiliense;10.25;22.57;8.46;0.527;0.658;0.751;0.659;0.659;0.709;55;10.96;5.94;94.87;12.32;73.49;4.68;484.46;483.88;659.67
3501806;Américo de Campos;3.64;11.44;5.84;0.489;0.644;0.745;0.595;0.652;0.715;42;25.8;4.21;81.14;29.05;81.14;20.86;324.88;462.61;686.56
4300646;Ametista do Sul;3.39;7.6;7.93;0.392;0.539;0.682;0.512;0.627;0.697;33;24.68;7.29;43.41;20.76;40.25;14.21;193;394.83;611.2
2300754;Amontada;6.89;14.09;5.3;0.241;0.423;0.606;0.366;0.441;0.503;49;22.42;10.13;73.35;11.82;51.41;4.08;77.94;124.16;182.47
5200902;Amorinópolis;5.31;16.95;5.35;0.435;0.559;0.681;0.589;0.605;0.672;31;40.15;21.91;38.64;39.98;32.99;17.67;312.21;344.85;523.25
2500734;Amparo;8.61;22.1;3.95;0.26;0.392;0.606;0.327;0.469;0.537;38;21.23;11.98;135.3;12.14;88.79;6.45;61.38;147.9;225.5
3501905;Amparo;5.05;10.68;6.72;0.578;0.716;0.785;0.688;0.754;0.78;53;25.16;10.2;93.73;29.27;71.28;16.78;579.63;874.72;1027.6
2800100;Amparo de São Francisco;7.18;19.47;9.2;0.314;0.42;0.611;0.397;0.477;0.569;36;22.09;7.05;59.78;5.58;54.83;3.09;94.58;155.75;275.32
3102506;Amparo do Serra;6.03;17.01;4.95;0.353;0.458;0.641;0.456;0.542;0.616;27;26.61;9.34;61.05;18.47;61.05;11.48;136.59;233.84;368.72
4101002;Ampére;2.89;6.02;1.32;0.419;0.615;0.709;0.524;0.654;0.699;37;27.77;10.15;28.9;28.81;24.95;16.98;208.12;468.09;618.76
2700201;Anadia;14.21;27.69;18.65;0.302;0.428;0.568;0.433;0.491;0.546;35;27.65;12.59;62.08;9.99;52.64;4.81;118.12;170.3;239.53
2901205;Anagé;6.95;14.87;4.55;0.191;0.308;0.54;0.385;0.431;0.549;30;36.54;18.01;48.74;6.1;41.14;2.06;87.62;116.86;243.52
4101051;Anahy;3.15;14.96;2.04;0.398;0.595;0.695;0.501;0.558;0.671;34;20.76;6.3;45.02;18.3;45.02;14.11;180.2;258.32;520.88
1500701;Anajás;6.95;11.61;8.17;0.197;0.307;0.484;0.473;0.502;0.506;22;33.17;15.7;27.29;6.29;23.2;2.13;152.02;182.07;186.88
2100709;Anajatuba;8.73;19.93;13.55;0.26;0.397;0.581;0.388;0.412;0.523;49;26.93;7.39;86.07;6.39;60.58;1.59;89.59;103.91;207.65
3502002;Analândia;7.17;12.82;5.59;0.493;0.685;0.754;0.641;0.7;0.745;50;21.55;8.49;80.9;28.47;69.63;14.37;431.02;625.27;823.33
1300086;Anamã;7.72;14.66;6.22;0.307;0.408;0.594;0.504;0.514;0.537;38;29.01;10.85;47.05;8.6;39.58;1.8;184.6;196.17;226.82
1701002;Ananás;5.51;12.39;7.58;0.295;0.496;0.671;0.457;0.547;0.621;39;29.81;8.41;82.97;23.19;68.08;12.57;137.47;241.29;380.36
1500800;Ananindeua;10.82;22.94;13.12;0.516;0.606;0.718;0.608;0.62;0.684;41;33.97;15.55;75.28;25.69;55.92;11.04;352.06;379.8;564.76;;0.69;;579.52;;0.68;;551.07
5201108;Anápolis;6.21;13;7.41;0.518;0.641;0.737;0.65;0.691;0.737;23;34.62;15.45;41.3;39.03;33.9;19.72;457.07;589.77;785.17;;0.74;;798.55;;0.73;;772.43
1500859;Anapu;3.83;4.3;6.24;0.25;0.392;0.548;0.391;0.537;0.563;16;25.59;8.28;31.74;12.81;29.06;4.41;91.1;226.8;266.28
2100808;Anapurus;7.75;11.14;8.98;0.292;0.421;0.581;0.393;0.528;0.511;45;40.33;14.99;72.34;11.85;48.92;3.88;92.28;214.42;192.8
5000708;Anastácio;5.83;10.24;7.95;0.362;0.517;0.663;0.525;0.598;0.663;39;30.02;16.59;44.63;33.65;40.85;12.59;210.03;331.54;495.48
5000807;Anaurilândia;6.45;14.03;12.38;0.359;0.516;0.67;0.578;0.615;0.676;32;25.63;7.41;59.84;19.39;57.64;11.15;291.53;366.96;538.13
3200409;Anchieta;8.18;16.12;9.67;0.472;0.627;0.73;0.567;0.65;0.696;65;22.92;12.09;97.33;21.86;65.16;8.94;272.54;456.42;608.42
4200804;Anchieta;2.72;7.88;2.68;0.418;0.563;0.699;0.526;0.573;0.703;59;26.89;16.08;100.47;34.45;82.37;18.67;211.18;283.03;636.15
2901304;Andaraí;16.79;31.26;21.24;0.279;0.375;0.555;0.462;0.488;0.54;28;32.8;8.98;42.64;4.93;35.07;1.76;141.95;166.27;230.36
4101101;Andirá;7.37;18.66;5.51;0.504;0.644;0.725;0.578;0.654;0.69;59;26.88;6.34;84.82;27.32;70.73;13.12;291.12;467.95;587.51
2901353;Andorinha;5.76;10.49;9.48;0.206;0.383;0.588;0.416;0.471;0.586;40;31.64;13.19;60;8.01;46.57;1.1;106.7;150.09;305.81
3102605;Andradas;2.12;3.77;3.36;0.499;0.644;0.734;0.657;0.723;0.731;43;24.75;9.98;65.45;27.35;60.05;14.96;478.27;720.43;754.39
3502101;Andradina;6.39;13.41;6.54;0.56;0.717;0.779;0.653;0.72;0.762;48;33.75;14.84;98.69;41.11;79.78;21.65;464.09;707.79;919.36
4300661;André da Rocha;0.71;3.41;;0.504;0.591;0.72;0.601;0.704;0.738;37;23.78;19.78;68.7;34.53;62.04;11.16;337.21;639.6;792.19
3102803;Andrelândia;5.04;8.1;10.61;0.441;0.571;0.7;0.543;0.638;0.675;30;23.6;4.92;69.06;13.49;62.74;9.11;234.65;423;534.68
3502200;Angatuba;4.68;9.83;5.9;0.435;0.612;0.719;0.627;0.664;0.693;44;21.7;8.75;83.13;24.16;81.98;7.41;395.07;499.03;597.99
3102852;Angelândia;5.23;13.13;4.34;0.289;0.413;0.597;0.437;0.574;0.594;25;38.68;10.35;48.9;19.55;46.86;15.37;121.31;284.15;322.8
5000856;Angélica;5.61;8.7;8.22;0.427;0.552;0.697;0.534;0.583;0.692;40;22.63;4.54;73.05;18.06;61.3;11.95;221.77;301.27;592.27
2601003;Angelim;4.6;10.45;8.29;0.326;0.434;0.572;0.423;0.484;0.555;41;35.41;19.87;60.34;9.59;48.27;2.89;111.48;162.3;253.26
4200903;Angelina;0.69;0.53;1.68;0.433;0.552;0.687;0.546;0.599;0.699;46;22.62;14.87;91.57;16.72;78.21;9.13;238.92;332.77;618.55
2901403;Angical;6.54;16.16;8.43;0.312;0.426;0.625;0.432;0.462;0.564;53;25.37;9.11;60.12;7.51;51.53;3.13;117.98;141.71;266.89
2200608;Angical do Piauí;7.58;25.66;7.31;0.41;0.476;0.63;0.451;0.46;0.61;48;39.27;15.92;89.25;14.54;60.46;9.78;132.33;140.04;356.17
1701051;Angico;4.91;17.58;2.32;0.235;0.485;0.648;0.379;0.531;0.576;34;33.71;8.45;62.39;34.68;62.39;16.92;84.69;218.35;288.86
2400802;Angicos;10.21;19.8;16;0.401;0.528;0.624;0.447;0.543;0.606;37;23.55;7.22;60.57;15.33;47.01;6.14;129.47;234.2;347.65
3300100;Angra dos Reis;8.17;18.19;9.75;0.492;0.599;0.724;0.625;0.684;0.74;43;30.14;13.37;60.82;17.73;48.11;7.26;390.55;563.68;798.68
2901502;Anguera;13.68;23.28;20.33;0.285;0.427;0.589;0.384;0.457;0.565;46;31.06;12.74;66.19;7.82;36.31;3.21;87.4;137.73;269
4101150;Ângulo;4.31;8.35;1.22;0.459;0.629;0.721;0.513;0.646;0.705;71;10.89;9.85;80.02;19.21;71.45;7.55;194.8;445.96;641.37
5201207;Anhanguera;2.12;5.63;1.78;0.518;0.589;0.725;0.52;0.635;0.724;57;34.91;11.27;61.75;37.74;54.77;21.77;203.63;415.18;721.84
3502309;Anhembi;4.1;6.85;6.25;0.477;0.626;0.721;0.6;0.662;0.681;52;13.66;8.37;86.67;16.12;69.8;5.17;334.3;492.76;554.16
3502408;Anhumas;3.56;11.53;0.83;0.513;0.585;0.741;0.556;0.596;0.683;66;15.69;5.08;81.8;17.53;81.8;12.22;254.53;325.95;561.82
5201306;Anicuns;7.18;13.65;7.07;0.428;0.598;0.714;0.554;0.642;0.695;38;34.74;10.26;58.11;32.33;51.17;20.44;251.3;434.18;604.97
2200707;Anísio de Abreu;8.26;12.61;11.17;0.289;0.425;0.594;0.376;0.49;0.534;42;19.36;6.46;69.67;11.38;62.53;7.01;82.78;168.48;221.91
4201000;Anita Garibaldi;2.01;5.11;2.23;0.396;0.544;0.688;0.474;0.586;0.667;52;19.55;17.7;50.73;23.07;47.22;13.01;152.67;307.47;506.94
4201109;Anitápolis;0.34;2.5;;0.399;0.552;0.674;0.57;0.654;0.699;49;23.22;6.32;47.59;20.89;42.71;12.32;277.15;468.98;620.8
1300102;Anori;8.92;17.41;9.97;0.357;0.428;0.561;0.489;0.502;0.54;28;27.07;8.79;45.12;4.69;40.79;3.2;168.24;181.92;229.94
4300703;Anta Gorda;0.66;1.58;0.77;0.486;0.642;0.74;0.63;0.724;0.742;21;21.76;6.78;53.44;28.38;53.44;18.54;403.5;724.85;810.41
2901601;Antas;10.46;22.17;11.69;0.309;0.444;0.592;0.454;0.518;0.573;55;24.86;8.49;61.55;6.83;42.97;3.24;134.92;200.31;283.59
4101200;Antonina;8.49;25.45;8.53;0.438;0.582;0.687;0.563;0.625;0.686;27;27.86;10.06;40.48;17.28;36.83;7.31;266.3;391.94;572.38
2300804;Antonina do Norte;6.86;15.85;6.81;0.309;0.431;0.599;0.409;0.48;0.55;54;26.22;12.54;37.04;20.86;32.75;7.94;102.26;158.85;244.83
2200806;Antônio Almeida;12.28;28.32;13.7;0.32;0.478;0.62;0.332;0.481;0.579;60;39.17;17.07;18.9;18.84;11.18;12.25;63.16;159.48;293.53
2901700;Antônio Cardoso;4.66;11.18;4.69;0.249;0.395;0.561;0.348;0.473;0.544;34;38.29;11.01;59.08;4.51;49.09;2.64;69.76;151.88;236.86
3102902;Antônio Carlos;9.63;26.24;14.13;0.422;0.564;0.683;0.502;0.601;0.65;33;21.08;10.03;76.41;14.14;66.58;5.93;181.91;336.82;457.02
4201208;Antônio Carlos;1.21;1.89;3.31;0.464;0.661;0.749;0.598;0.692;0.768;40;21.07;4.91;87.23;25.06;73.01;17.45;330.39;592.02;952.53
3103009;Antônio Dias;7.83;8.12;15.27;0.33;0.497;0.645;0.492;0.547;0.624;32;24.02;7.94;98.31;14.22;80.17;7.99;170.92;240.95;387.61
2901809;Antônio Gonçalves;6.15;11.13;8.94;0.284;0.422;0.598;0.398;0.468;0.58;63;32.05;13.17;56.62;18.95;41.98;2.85;94.94;147;295.7
5000906;Antônio João;4.79;7.31;6.4;0.373;0.509;0.643;0.534;0.553;0.633;43;23.65;14.24;59.9;25.61;52.34;9.28;221.28;249.89;411.49
2400901;Antônio Martins;6.92;13.26;15.05;0.294;0.435;0.578;0.397;0.444;0.554;34;25.25;13.61;71.45;33.6;58.37;11.27;94.59;126.42;251.04
4101309;Antônio Olinto;6.02;11.79;6.93;0.317;0.495;0.656;0.473;0.538;0.626;36;16.65;5.86;65.31;15.55;53.09;7.77;151.57;227.23;393.68
4300802;Antônio Prado;1.78;4.1;0.45;0.543;0.683;0.758;0.7;0.744;0.777;48;27.78;15.03;66.99;33.2;59.63;18.78;623.98;819.69;1004.85
3103108;Antônio Prado de Minas;3.04;4.26;6.9;0.421;0.59;0.684;0.461;0.604;0.674;52;29.08;5.36;98.93;17.78;73.45;10.94;141.34;342.34;529.54
2500775;Aparecida;8.53;23.11;10.65;0.253;0.425;0.578;0.392;0.523;0.567;26;24.78;12.4;48.62;13.07;40.6;5.26;91.96;207.5;271.98
3502507;Aparecida;4.79;10.54;6.67;0.569;0.689;0.755;0.688;0.703;0.735;56;25.73;14.77;74.29;22.44;55.59;9.43;577.29;636.55;775.17
5201405;Aparecida de Goiânia;5.44;9.96;6.74;0.445;0.582;0.718;0.584;0.628;0.716;24;30.51;14.16;44.83;26.15;35.53;12.77;303.36;399.29;689.3;;0.72;;722.66;;0.71;;657.1
3502606;Aparecida D'Oeste;2.73;5.04;2.9;0.468;0.626;0.721;0.583;0.661;0.697;49;37.74;5.62;96.58;38.86;86.88;32.3;301.67;488.92;611.22
5201454;Aparecida do Rio Doce;5.74;10.42;4.2;0.373;0.565;0.693;0.527;0.632;0.7;24;28.14;17.29;58.64;31.1;51.03;15.08;212.57;409.31;623.58
1701101;Aparecida do Rio Negro;4.99;12.27;4.4;0.373;0.479;0.651;0.487;0.513;0.593;35;27.31;6.67;63.54;20.68;54.76;7.54;165.55;194.8;320.54
